gen;original_env_id;genome_id;env0_fit;env1_fit;env2_fit;env3_fit;env4_fit;env5_fit;env6_fit
80; 0; 2002; 7.4118; 0.7034; 0.407; 0.119; 0.7034; 0.0217; -0.0832
80; 12; 1240; 4.3375; 2.645; 3.5948; 5.1805; 3.6649; 0.7586; 0.8202
80; 7; 288; 3.1464; 1.0834; 0.7901; -2.5342; 1.0834; -1.4425; 1.8125
80; 13; 86; 3.206; 5.4571; 3.4899; -0.6024; -1.4019; 3.941; 2.2831
85; 0; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
85; 12; 1240; 4.3375; 2.645; 3.5948; 5.1805; 3.6649; 0.7586; 0.8202
85; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
85; 13; 86; 3.206; 5.4571; 3.4899; -0.6024; -1.4019; 3.941; 2.2831
90; 0; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
90; 12; 1240; 4.3375; 2.645; 3.5948; 5.1805; 3.6649; 0.7586; 0.8202
90; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
90; 13; 2532; 7.5609; 0.9968; 0.5321; 0.6567; -1.5627; -0.7819; 2.7687
90; 24; 2351; -0.2799; 1.0091; 1.9942; 3.7845; 0.8977; 0.1057; 4.164
90; 29; 26; 3.2791; 0.0322; 1.7068; 7.5681; -1.0463; -0.589; 1.6658
95; 0; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
95; 12; 2620; 7.5436; 1.1056; 0.7257; 0.8356; 2.1761; -1.0852; -0.4964
95; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
95; 13; 2532; 7.5609; 0.9968; 0.5321; 0.6567; -1.5627; -0.7819; 2.7687
95; 24; 2351; -0.2799; 1.0091; 1.9942; 3.7845; 0.8977; 0.1057; 4.164
95; 29; 26; 3.2791; 0.0322; 1.7068; 7.5681; -1.0463; -0.589; 1.6658
100; 0; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
100; 12; 2620; 3.2464; 4.7136; 1.5115; 0.8876; 3.187; -0.1148; -0.8678
100; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
100; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
100; 24; 4007; 0.538; 1.147; 0.4648; 1.2914; 1.3533; -0.2479; -0.7774
100; 29; 26; 1.2318; 0.9906; 0.7321; 0.2193; 0.9906; 0.4121; 0.3786
105; 0; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
105; 12; 2620; 3.2464; 4.7136; 1.5115; 0.8876; 3.187; -0.1148; -0.8678
105; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
105; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
105; 24; 4007; 0.538; 1.147; 0.4648; 1.2914; 1.3533; -0.2479; -0.7774
105; 29; 26; 7.3645; 1.2806; 3.321; -1.2449; 1.2583; 0.6793; 0.7496
110; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
110; 12; 2620; 3.2464; 4.7136; 1.5115; 0.8876; 3.187; -0.1148; -0.8678
110; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
110; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
110; 24; 4007; 0.538; 1.147; 0.4648; 1.2914; 1.3533; -0.2479; -0.7774
110; 29; 26; 7.3645; 1.2806; 3.321; -1.2449; 1.2583; 0.6793; 0.7496
115; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
115; 12; 2620; 2.0981; 1.2924; 0.4633; 0.205; 1.2924; -0.8845; 0.2357
115; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
115; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
115; 24; 4007; 0.538; 1.147; 0.4648; 1.2914; 1.3533; -0.2479; -0.7774
115; 29; 26; 7.3645; 1.2806; 3.321; -1.2449; 1.2583; 0.6793; 0.7496
120; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
120; 12; 2620; 4.5424; 2.2361; 0.7928; 3.4247; 1.0201; 1.8827; -0.6305
120; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
120; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
120; 24; 4007; 0.538; 1.147; 0.4648; 1.2914; 1.3533; -0.2479; -0.7774
120; 29; 26; 3.5026; 0.774; 2.147; 2.9239; 2.2421; -0.431; 0.5069
125; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
125; 12; 2620; 4.5424; 2.2361; 0.7928; 3.4247; 1.0201; 1.8827; -0.6305
125; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
125; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
125; 24; 4007; 0.538; 1.147; 0.4648; 1.2914; 1.3533; -0.2479; -0.7774
125; 29; 26; 3.3841; 0.9985; -0.5142; 3.1606; 1.2835; -0.6171; 0.4319
130; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
130; 12; 2620; 7.3503; 2.9824; -1.0513; -0.7524; 3.3919; 0.5146; 1.8133
130; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
130; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
130; 24; 4007; 4.4849; 1.2836; 1.1095; 0.6751; 0.9951; 0.7234; 2.1513
130; 29; 26; 4.9356; 7.5666; 0.3783; 0.6998; 3.7489; -0.1915; 3.8855
135; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
135; 12; 2620; 4.805; 1.0549; 0.7211; -0.03; 3.724; 0.3006; 2.5723
135; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
135; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
135; 24; 4007; 1.9467; -0.9033; 4.8001; -0.5074; 2.5995; 4.805; 0.8299
135; 29; 26; 4.9356; 7.5666; 0.3783; 0.6998; 3.7489; -0.1915; 3.8855
135; 47; 43; 0.8983; 0.8653; -0.9821; 3.9218; 1.2541; 0.5273; 3.5396
135; 48; 25; 3.3679; 2.7306; 0.8318; 2.3818; 3.6323; 2.7238; 0.8202
135; 52; 33; 0.6047; 0.6693; 3.0621; 0.559; 0.5708; -0.4657; -0.1313
140; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
140; 12; 2620; -0.0338; 0.7994; 0.5028; -1.4071; 0.7994; 0.4289; 0.5163
140; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
140; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
140; 24; 4007; 5.0626; 4.2601; -1.611; 0.6741; 2.082; -0.5745; -1.2095
140; 29; 26; 7.5421; 0.5865; 1.9161; -0.2548; -0.5883; -1.3222; 0.6503
140; 47; 375; 0.468; 2.5194; 7.5515; -1.7075; 3.0832; 2.1764; -0.6618
140; 48; 91; -0.1564; 0.5948; 0.4237; 0.5949; 0.5948; 0.4172; 0.827
140; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
145; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
145; 12; 2620; 1.1556; 1.1215; 0.8876; -0.6611; 1.4294; 0.1666; -0.6471
145; 7; 1933; 4.5394; 1.1764; 0.7841; 0.0951; 0.4636; 0.4741; 1.7461
145; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
145; 24; 4007; 5.0626; 4.2601; -1.611; 0.6741; 2.082; -0.5745; -1.2095
145; 29; 26; 7.5421; 0.5865; 1.9161; -0.2548; -0.5883; -1.3222; 0.6503
145; 47; 375; 0.468; 2.5194; 7.5515; -1.7075; 3.0832; 2.1764; -0.6618
145; 48; 473; 2.5543; 1.1651; 2.2214; 1.1995; 1.3996; 3.9026; 1.1905
145; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
150; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
150; 12; 2620; 1.7857; 2.6068; 4.7494; 2.3859; 2.9867; 3.2317; 1.7655
150; 7; 1933; 0.8801; 0.994; 1.2257; 1.4442; 1.2281; 2.1715; 7.5518
150; 13; 4007; 7.556; 1.1708; 7.5666; 0.6596; 3.935; -0.6937; -2.6971
150; 24; 4007; 5.0626; 4.2601; -1.611; 0.6741; 2.082; -0.5745; -1.2095
150; 29; 3320; -0.2179; 7.5666; 4.8148; 7.5651; 2.9748; 0.3629; 0.1272
150; 47; 817; 3.1784; 2.9963; 0.4888; 0.3952; 4.5381; -1.2713; -0.6746
150; 48; 473; 2.5543; 1.1651; 2.2214; 1.1995; 1.3996; 3.9026; 1.1905
150; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
155; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
155; 12; 2620; 1.6978; 2.7186; 1.5431; -1.1636; 2.3749; 1.7732; 0.0678
155; 7; 1933; 0.8801; 0.994; 1.2257; 1.4442; 1.2281; 2.1715; 7.5518
155; 13; 7871; 4.9855; 7.569; -0.7426; 0.686; 1.6312; -0.9797; 0.9436
155; 24; 7826; 2.4652; 2.8429; 4.7715; -0.7775; 3.6524; 3.8739; 0.5823
155; 29; 3320; -0.2179; 7.5666; 4.8148; 7.5651; 2.9748; 0.3629; 0.1272
155; 47; 1154; 2.482; 2.538; 0.1568; 3.302; -1.7745; -0.9466; 0.3684
155; 48; 473; 2.5543; 1.1651; 2.2214; 1.1995; 1.3996; 3.9026; 1.1905
155; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
160; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
160; 12; 2620; 1.6978; 2.7186; 1.5431; -1.1636; 2.3749; 1.7732; 0.0678
160; 7; 1933; 0.8801; 0.994; 1.2257; 1.4442; 1.2281; 2.1715; 7.5518
160; 13; 7871; 4.9855; 7.569; -0.7426; 0.686; 1.6312; -0.9797; 0.9436
160; 24; 7826; 2.4652; 2.8429; 4.7715; -0.7775; 3.6524; 3.8739; 0.5823
160; 29; 3320; -0.2179; 7.5666; 4.8148; 7.5651; 2.9748; 0.3629; 0.1272
160; 47; 1154; 2.482; 2.538; 0.1568; 3.302; -1.7745; -0.9466; 0.3684
160; 48; 473; 7.5491; 1.3375; 2.4223; 2.3558; 3.7699; -0.5793; 0.5952
160; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
165; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
165; 12; 2620; 1.6978; 2.7186; 1.5431; -1.1636; 2.3749; 1.7732; 0.0678
165; 7; 1933; 7.3693; 0.9274; 7.3683; -0.4606; 1.4653; 0.6986; -0.8297
165; 13; 7871; 4.9855; 7.569; -0.7426; 0.686; 1.6312; -0.9797; 0.9436
165; 24; 7826; 2.4652; 2.8429; 4.7715; -0.7775; 3.6524; 3.8739; 0.5823
165; 29; 3320; -0.2179; 7.5666; 4.8148; 7.5651; 2.9748; 0.3629; 0.1272
165; 47; 1842; 2.9901; 2.7762; 0.8738; 3.9262; 3.8807; 0.4722; 1.8483
165; 48; 473; 0.084; 1.1669; -0.7086; 2.4729; 0.2787; -0.9364; 0.9139
165; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
170; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
170; 12; 2620; 1.7857; 2.6068; 4.7494; 2.3859; 2.9867; 3.2317; 1.7655
170; 7; 1933; 0.8801; 0.994; 1.2257; 1.4442; 1.2281; 2.1715; 7.5518
170; 13; 7871; 2.7941; 0.5069; 2.9161; -1.0884; 4.0769; -0.5638; -0.5284
170; 24; 7826; 2.4652; 2.8429; 4.7715; -0.7775; 3.6524; 3.8739; 0.5823
170; 29; 3320; 4.1641; -0.679; 2.7418; 2.36; 4.2777; 2.3581; 7.5571
170; 47; 1973; 4.6418; 0.9249; 2.3874; 3.8446; 3.0158; -1.4663; 2.536
170; 48; 473; 0.084; 1.1669; -0.7086; 2.4729; 0.2787; -0.9364; 0.9139
170; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
175; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
175; 12; 2620; 3.8808; -2.5666; -1.3537; -0.2294; -2.5666; 4.1457; 4.4369
175; 7; 1933; 0.8801; 0.994; 1.2257; 1.4442; 1.2281; 2.1715; 7.5518
175; 13; 7871; 2.9662; -0.6998; 1.9628; 1.3477; 1.1299; 0.1033; -0.0609
175; 24; 7826; 2.4652; 2.8429; 4.7715; -0.7775; 3.6524; 3.8739; 0.5823
175; 29; 3320; 4.1641; -0.679; 2.7418; 2.36; 4.2777; 2.3581; 7.5571
175; 47; 1973; 4.6418; 0.9249; 2.3874; 3.8446; 3.0158; -1.4663; 2.536
175; 48; 473; 0.084; 1.1669; -0.7086; 2.4729; 0.2787; -0.9364; 0.9139
175; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
180; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
180; 12; 2620; 2.4587; 1.2479; -1.082; 1.2596; 3.5351; -1.2244; 1.7354
180; 7; 1933; 1.3869; -0.0981; 0.4289; 0.7082; 1.4314; 0.0481; 1.8564
180; 13; 9311; 4.6887; 1.1258; 1.7979; 0.6833; 3.8197; -3.0809; 0.5806
180; 24; 7826; 2.4652; 2.8429; 4.7715; -0.7775; 3.6524; 3.8739; 0.5823
180; 29; 3320; 4.1641; -0.679; 2.7418; 2.36; 4.2777; 2.3581; 7.5571
180; 47; 1973; 4.6418; 0.9249; 2.3874; 3.8446; 3.0158; -1.4663; 2.536
180; 48; 473; 0.0205; 0.8526; 4.8447; 5.4413; 1.4801; 1.6409; 2.6091
180; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
180; 63; 4627; 4.1641; -0.679; 2.7418; 2.36; 4.2777; 2.3581; 7.5571
180; 71; 8184; 4.0013; 0.2754; -0.7632; -0.3674; 0.2754; -0.1534; 0.7522
180; 68; 2115; 0.0205; 0.8526; 4.8447; 5.4413; 1.4801; 1.6409; 2.6091
185; 0; 4007; 7.559; 0.6874; 1.1456; 2.9995; 2.6153; 0.9918; 0.9471
185; 12; 2620; 7.5459; -1.1073; 1.7016; -0.135; 0.5866; 3.66; 0.4201
185; 7; 1933; 1.3869; -0.0981; 0.4289; 0.7082; 1.4314; 0.0481; 1.8564
185; 13; 9311; 4.6887; 1.1258; 1.7979; 0.6833; 3.8197; -3.0809; 0.5806
185; 24; 7826; 2.4652; 2.8429; 4.7715; -0.7775; 3.6524; 3.8739; 0.5823
185; 29; 3320; 4.1641; -0.679; 2.7418; 2.36; 4.2777; 2.3581; 7.5571
185; 47; 1973; 4.6418; 0.9249; 2.3874; 3.8446; 3.0158; -1.4663; 2.536
185; 48; 473; 0.084; 1.061; -0.2436; 2.3789; 1.061; 0.3454; -0.6427
185; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
185; 63; 202; 4.7759; 1.9097; 2.7105; 0.6786; 3.338; -1.22; -0.6121
185; 71; 8184; 4.0013; 0.2754; -0.7632; -0.3674; 0.2754; -0.1534; 0.7522
185; 68; 301; 3.9104; 2.1075; 0.2037; 1.062; 3.668; -0.4962; -0.4964
190; 0; 4007; 7.5473; 1.445; 0.7977; 1.9985; 1.5773; 0.5189; 1.9244
190; 12; 2620; 7.5459; -1.1073; 1.7016; -0.135; 0.5866; 3.66; 0.4201
190; 7; 1933; 1.3869; -0.0981; 0.4289; 0.7082; 1.4314; 0.0481; 1.8564
190; 13; 9311; 4.6887; 1.1258; 1.7979; 0.6833; 3.8197; -3.0809; 0.5806
190; 24; 7826; 2.5048; 0.7399; 4.6605; -0.6736; 3.7396; 2.0995; -0.6659
190; 29; 3320; 4.8051; 2.9224; 2.1958; -0.573; 4.357; -0.8644; 3.2337
190; 47; 1973; 4.6418; 0.9249; 2.3874; 3.8446; 3.0158; -1.4663; 2.536
190; 48; 473; 0.084; 1.061; -0.2436; 2.3789; 1.061; 0.3454; -0.6427
190; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
190; 63; 202; 2.7512; 2.6097; 0.6564; 0.6483; 1.8222; -0.5609; -0.5836
190; 71; 193; 4.0013; 0.2754; -0.7632; -0.3674; 0.2754; -0.1534; 0.7522
190; 68; 301; 3.9104; 2.1075; 0.2037; 1.062; 3.668; -0.4962; -0.4964
195; 0; 4007; 7.5536; 1.3315; 1.4133; 1.0825; -0.5646; 1.8047; 0.531
195; 12; 2620; 7.5459; -1.1073; 1.7016; -0.135; 0.5866; 3.66; 0.4201
195; 7; 1933; 1.3869; -0.0981; 0.4289; 0.7082; 1.4314; 0.0481; 1.8564
195; 13; 9311; 4.6887; 1.1258; 1.7979; 0.6833; 3.8197; -3.0809; 0.5806
195; 24; 7826; 7.5555; 1.4203; 1.0851; 0.6055; 4.2835; -0.7854; -1.1451
195; 29; 3320; 4.8051; 2.9224; 2.1958; -0.573; 4.357; -0.8644; 3.2337
195; 47; 1973; 4.6418; 0.9249; 2.3874; 3.8446; 3.0158; -1.4663; 2.536
195; 48; 473; 0.084; 1.061; -0.2436; 2.3789; 1.061; 0.3454; -0.6427
195; 52; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
195; 63; 202; 0.3701; 0.5179; 0.8379; -0.8087; 4.2674; -0.5902; 0.5101
195; 71; 193; 4.0013; 0.2754; -0.7632; -0.3674; 0.2754; -0.1534; 0.7522
195; 68; 301; 3.9104; 2.1075; 0.2037; 1.062; 3.668; -0.4962; -0.4964
200; 0; 4007; 7.5536; 1.3315; 1.4133; 1.0825; -0.5646; 1.8047; 0.531
200; 12; 10272; 1.4556; 1.4128; 7.5534; -0.6537; 7.5602; 1.8486; 3.3821
200; 7; 473; 7.5019; 0.7283; -1.4762; 1.4137; 0.8611; 0.1663; 1.7721
200; 13; 9311; 3.5461; 2.337; -1.285; 0.3014; 7.3584; 0.2339; -1.9049
200; 24; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
200; 29; 312; 3.8583; 0.8056; 7.5672; -1.3396; 7.5552; 2.5312; -0.7699
200; 47; 3909; 4.6418; 0.9249; 2.3874; 3.8446; 3.0158; -1.4663; 2.536
200; 48; 473; 7.5019; 0.7283; -1.4762; 1.4137; 0.8611; 0.1663; 1.7721
200; 52; 10272; 7.5555; 1.4203; 1.0851; 0.6055; 4.2835; -0.7854; -1.1451
200; 63; 10795; 5.3967; 0.9726; 3.7345; -1.0032; 3.4405; 2.2439; 7.562
200; 71; 10272; 5.3967; 0.9726; 3.7345; -1.0032; 3.4405; 2.2439; 7.562
200; 68; 3909; 4.7624; 4.0839; 1.7065; 7.5581; 0.5409; 0.4285; 0.9674
