gen;best_fit;avg_fit;median_fit
45;2.2636361997078955;-0.19429657451393523;0.014300483512227263
50;1.4982530607447002;-0.043825831904141244;0.01075783332791877
55;2.65127745635322;-0.22166763658182762;0.00775073090858891
60;1.4508093622559803;-0.3056998784594947;0.04353844447324079
65;1.3001278870840798;-0.411168191264397;0.0011567793231103407
70;1.3001278870840798;-0.3613399183389243;0.010152894352638997
75;1.5870595444504345;-0.6320100247031843;-0.04781935796668996
80;1.3317148874259934;-0.29219703429887484;0.02869759213208878
85;2.591656755298877;-0.35329698599630666;0.04651794941675244
90;4.028319739287382;-0.25507842358199057;0.040666779394407215
95;4.028319739287382;-0.23072043967536038;0.08680649813724431
100;4.028319739287382;-0.42920664218776833;0.0054608944628374845
105;4.028319739287382;-0.27529961961793487;0.023179289334934516
110;4.028319739287382;-0.0441778596395871;0.10397533576239132
115;4.028319739287382;-0.27064457617252385;0.03027787405340948
120;4.028319739287382;0.055128511901378754;0.1059912789958731
125;4.028319739287382;-0.13144282351826578;0.08224331470200033
130;4.278398326423179;-0.07379515628814032;0.05491075800840994
135;4.278398326423179;-0.42805422707184043;-0.03274579392645327
140;1.4046546046890078;0.033989919610892226;0.0902264437918684
145;3.7149537504785988;-0.2341447529385723;0.084019569244627
150;1.358994439175963;-0.7211597793470811;0.0063367333619289146
155;0.556399095835299;-0.564034484432162;0.03321225389352417
