gen;best_fit;avg_fit;median_fit
5;6.3494480536910505;1.696955169579133;0.9155955508031115
10;6.589361152227593;1.5149356153004614;0.7039722603228735
15;6.384782224092899;1.4912508350718983;0.5989327428604947
20;6.384782224092899;1.3789035252477038;0.6920885256874492
25;6.384782224092899;1.3451359418983209;0.4874760154580684
30;5.488690410681873;1.5636731619981274;0.7263788145642183
35;5.455563652110591;1.4932410060485164;0.7137633340848268
40;5.455563652110591;1.1704896553220479;0.33569717101642627
45;5.455563652110591;0.7887345976625567;0.1276846899921554
50;5.455563652110591;0.5021636691974993;0.13398761927703823
55;5.703166068099943;0.68129888633429;0.1422280587160286
60;5.455563652110591;0.5827052270176512;0.13707987082791626
65;5.648693971598291;0.7178467117353176;0.14283131486499048
70;5.889614183732515;0.6597728880609133;0.1371460428203127
75;5.268449749232423;0.6171220694750839;0.17747873691322524
80;7.392450223413864;0.9017385096299207;0.35394975430072645
85;7.392450223413864;0.976789963437168;0.25760705488269603
90;5.345035359160657;0.9186116090498022;0.437165723507205
95;6.045495147004422;0.8998149783409678;0.2345662622984364
100;6.056313689687099;0.7642495854934062;0.18324787298262696
105;5.716762599625671;0.7787762431429283;0.1656217167104449
110;5.716762599625671;0.6691132486203331;0.17152018005624758
115;5.716762599625671;0.6856083359873132;0.14104086641061603
120;5.740138281387555;0.7649184612255154;0.1656217167104449
125;5.716762599625671;0.7152704751712592;0.1656217167104449
130;5.363349371898247;0.7006769424430247;0.1656217167104449
135;5.345035359160657;0.6049899389570188;0.13542782253960162
140;5.566970046727602;0.507958380651158;0.13997171981997808
145;5.546699761471065;0.6523575191350046;0.1679550856842144
150;5.952055540393273;0.7017263695797931;0.1656217167104449
155;5.736502182278468;0.7799716904371231;0.17632087120517248
160;5.736502182278468;0.7378898532142755;0.14938685063404983
165;6.016279289571238;0.5964580609671529;0.1371006459298098
170;5.836838915094941;0.6722429232142182;0.13774915498202422
175;5.736502182278468;0.6535838620808395;0.14576992841696584
180;5.736502182278468;0.6397033721893973;0.1507274497553225
185;5.736502182278468;0.6685124092749083;0.14593734395211733
190;6.008375044635833;0.6051769460215036;0.1371006459298098
195;6.263224849206748;0.701641527947212;0.1656217167104449
200;5.526035535939507;0.6748186741218619;0.16401216391299553
