gen;original_env_id;genome_id;env0_fit;env1_fit;env2_fit;env3_fit;env4_fit;env5_fit;env6_fit
95; 17; 238; -0.0106; 0.9172; -0.0149; 0.9361; 2.3005; -1.7784; 1.7487
100; 0; 156; 7.4586; 0.9949; 2.0022; -0.0878; 2.1219; 3.0688; 0.8874
100; 18; 156; 1.2972; 0.4944; 0.4867; -0.3729; 0.4944; -0.1436; -0.717
100; 5; 156; 7.4586; 0.9949; 2.0022; -0.0878; 2.1219; 3.0688; 0.8874
100; 17; 156; 7.461; 0.7533; 2.0086; -0.0548; -1.2898; 0.2433; -3.6286
105; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
105; 18; 156; 1.3053; 0.8539; -0.4034; -2.5987; 0.8539; -2.989; 0.0003
105; 5; 156; 7.4586; 0.9949; 2.0022; -0.0878; 2.1219; 3.0688; 0.8874
105; 17; 156; 7.4577; 0.9375; -3.2433; -0.1767; 0.0579; 0.3249; 0.0305
110; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
110; 18; 156; 0.5165; 0.2896; 0.7099; -2.0445; 0.2896; -1.1759; -3.1299
110; 5; 156; 7.4586; 0.9949; 2.0022; -0.0878; 2.1219; 3.0688; 0.8874
110; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
115; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
115; 18; 156; 0.5165; 0.2896; 0.7099; -2.0445; 0.2896; -1.1759; -3.1299
115; 5; 156; 7.4586; 0.9949; 2.0022; -0.0878; 2.1219; 3.0688; 0.8874
115; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
120; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
120; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
120; 5; 156; 7.4586; 0.9949; 2.0022; -0.0878; 2.1219; 3.0688; 0.8874
120; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
125; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
125; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
125; 5; 156; 7.4586; 0.9949; 2.0022; -0.0878; 2.1219; 3.0688; 0.8874
125; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
130; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
130; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
130; 5; 2077; 0.7946; 0.927; 0.3533; -1.4501; 0.9271; 0.1365; 7.4675
130; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
135; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
135; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
135; 5; 2077; 0.7946; 0.927; 0.3533; -1.4501; 0.9271; 0.1365; 7.4675
135; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
135; 37; 1068; 0.6783; 1.4795; 0.3161; -3.9009; 1.6854; -2.0097; 0.8693
135; 28; 2311; 0.9666; 1.023; -0.9672; 0.0234; -0.1858; -0.8275; 3.315
135; 21; 2202; 1.4275; 1.0609; 1.6658; -0.1397; 1.3988; 0.0809; 0.4364
140; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
140; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
140; 5; 2077; 0.7946; 0.927; 0.3533; -1.4501; 0.9271; 0.1365; 7.4675
140; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
140; 37; 142; 0.7792; 3.1766; -1.7944; -3.0485; 2.9823; -2.2727; -2.0476
140; 28; 2311; 0.9666; 1.023; -0.9672; 0.0234; -0.1858; -0.8275; 3.315
140; 21; 672; 1.4275; 1.0609; 1.6658; -0.1397; 1.3988; 0.0809; 0.4364
145; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
145; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
145; 5; 2077; 0.7946; 0.927; 0.3533; -1.4501; 0.9271; 0.1365; 7.4675
145; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
145; 37; 403; 0.3052; 0.1227; -2.544; -0.9762; 0.1227; -2.0802; 0.1216
145; 28; 2311; 0.9666; 1.023; -0.9672; 0.0234; -0.1858; -0.8275; 3.315
145; 21; 672; 1.942; -1.7592; 0.5137; 7.4642; 1.535; -2.7038; 0.9918
150; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
150; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
150; 5; 2077; 0.7946; 0.927; 0.3533; -1.4501; 0.9271; 0.1365; 7.4675
150; 17; 1194; 7.4537; 0.5486; 2.1296; -0.0472; 3.6761; 2.1157; 1.6933
150; 37; 868; 7.4504; 0.2987; -0.6832; -1.3292; 0.2299; -6.8195; 0.0319
150; 28; 802; 0.9666; 1.023; -0.9672; 0.0234; -0.1858; -0.8275; 3.315
150; 21; 672; 1.942; -1.7592; 0.5137; 7.4642; 1.535; -2.7038; 0.9918
155; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
155; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
155; 5; 2077; 0.7946; 0.927; 0.3533; -1.4501; 0.9271; 0.1365; 7.4675
155; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
155; 37; 868; 7.4504; 0.2987; -0.6832; -1.3292; 0.2299; -6.8195; 0.0319
155; 28; 802; 0.9666; 1.023; -0.9672; 0.0234; -0.1858; -0.8275; 3.315
155; 21; 672; 1.942; -1.7592; 0.5137; 7.4642; 1.535; -2.7038; 0.9918
160; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
160; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
160; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
160; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
160; 37; 868; 4.5071; -1.1346; -0.2866; 4.109; 0.7325; -0.7491; -2.338
160; 28; 802; 3.4016; 0.7193; 0.8889; -0.2709; 0.7193; -3.5216; -3.2761
160; 21; 672; 1.942; -1.7592; 0.5137; 7.4642; 1.535; -2.7038; 0.9918
165; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
165; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
165; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
165; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
165; 37; 868; 4.5071; -1.1346; -0.2866; 4.109; 0.7325; -0.7491; -2.338
165; 28; 802; 3.4016; 0.7193; 0.8889; -0.2709; 0.7193; -3.5216; -3.2761
165; 21; 672; 1.942; -1.7592; 0.5137; 7.4642; 1.535; -2.7038; 0.9918
170; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
170; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
170; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
170; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
170; 37; 868; 4.5071; -1.1346; -0.2866; 4.109; 0.7325; -0.7491; -2.338
170; 28; 802; 0.2704; 0.4611; 0.4026; 0.2758; 0.4611; 0.1865; 0.1024
170; 21; 672; 1.942; -1.7592; 0.5137; 7.4642; 1.535; -2.7038; 0.9918
175; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
175; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
175; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
175; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
175; 37; 868; 4.5071; -1.1346; -0.2866; 4.109; 0.7325; -0.7491; -2.338
175; 28; 802; 0.2704; 0.4611; 0.4026; 0.2758; 0.4611; 0.1865; 0.1024
175; 21; 672; 1.8954; 0.9605; 2.1475; 1.3484; -0.1394; -2.2612; 1.0649
180; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
180; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
180; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
180; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
180; 37; 2409; 4.3355; -1.3671; 7.4519; -1.4617; 7.4447; -2.36; -1.5215
180; 28; 802; 1.0144; 0.4802; 0.4349; 0.0933; 0.4802; -0.4357; -0.7774
180; 21; 672; 1.8954; 0.9605; 2.1475; 1.3484; -0.1394; -2.2612; 1.0649
180; 50; 41; 7.4365; 2.1432; -1.109; 0.7278; 3.5462; -1.2591; 0.725
180; 44; 2588; 0.7258; 0.7701; 0.5306; -3.1936; 0.7701; -3.1752; -1.6014
180; 54; 3004; -1.0529; -0.0251; 0.6908; 7.4642; 0.0115; 0.6758; 1.8005
185; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
185; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
185; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
185; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
185; 37; 2409; 4.3355; -1.3671; 7.4519; -1.4617; 7.4447; -2.36; -1.5215
185; 28; 802; 1.0144; 0.4802; 0.4349; 0.0933; 0.4802; -0.4357; -0.7774
185; 21; 672; 1.8954; 0.9605; 2.1475; 1.3484; -0.1394; -2.2612; 1.0649
185; 50; 41; 7.4365; 2.1432; -1.109; 0.7278; 3.5462; -1.2591; 0.725
185; 44; 175; -0.0351; -0.4985; 0.6546; 1.4771; -0.4985; -0.0932; 3.3798
185; 54; 3004; -1.0529; -0.0251; 0.6908; 7.4642; 0.0115; 0.6758; 1.8005
190; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
190; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
190; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
190; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
190; 37; 2409; 4.3355; -1.3671; 7.4519; -1.4617; 7.4447; -2.36; -1.5215
190; 28; 2337; 1.0144; 0.4802; 0.4349; 0.0933; 0.4802; -0.4357; -0.7774
190; 21; 672; 1.8954; 0.9605; 2.1475; 1.3484; -0.1394; -2.2612; 1.0649
190; 50; 41; 7.4365; 2.1432; -1.109; 0.7278; 3.5462; -1.2591; 0.725
190; 44; 175; 3.8005; 0.5496; -0.5959; -0.057; 1.36; 0.2471; 0.3177
190; 54; 3004; 0.6142; 0.6353; 0.2715; 0.3083; 0.6353; 0.2744; 0.4584
195; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
195; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
195; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
195; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
195; 37; 2409; 4.3355; -1.3671; 7.4519; -1.4617; 7.4447; -2.36; -1.5215
195; 28; 2337; 1.0144; 0.4802; 0.4349; 0.0933; 0.4802; -0.4357; -0.7774
195; 21; 672; 1.8954; 0.9605; 2.1475; 1.3484; -0.1394; -2.2612; 1.0649
195; 50; 41; 7.4365; 2.1432; -1.109; 0.7278; 3.5462; -1.2591; 0.725
195; 44; 175; 2.7283; 0.3667; 0.1817; 7.4474; 0.3667; -2.2964; 1.5103
195; 54; 3004; 0.6142; 0.6353; 0.2715; 0.3083; 0.6353; 0.2744; 0.4584
200; 0; 672; 7.5015; 2.9494; 0.4442; 1.1552; 1.4633; 0.079; 0.1781
200; 18; 1653; -0.015; -4.6612; -0.0052; -3.0549; -4.6612; 0.0018; -4.6172
200; 5; 3504; -1.8919; -0.0526; -1.11; -2.5697; 0.5241; 0.3625; 1.7697
200; 17; 3347; 7.4565; 0.3109; 2.0781; -0.0733; -0.9859; -0.1758; 3.5355
200; 37; 2409; 4.3355; -1.3671; 7.4519; -1.4617; 7.4447; -2.36; -1.5215
200; 28; 956; 2.7283; 0.3667; 0.1817; 7.4474; 0.3667; -2.2964; 1.5103
200; 21; 3347; -1.0529; -0.0251; 0.6908; 7.4642; 0.0115; 0.6758; 1.8005
200; 50; 41; 7.4365; 2.1432; -1.109; 0.7278; 3.5462; -1.2591; 0.725
200; 44; 3504; 1.0064; 3.9441; -0.7292; -1.8749; 3.7612; -2.7084; 3.4192
200; 54; 3347; -1.0529; -0.0251; 0.6908; 7.4642; 0.0115; 0.6758; 1.8005
