gen;original_env_id;genome_id;env0_fit;env1_fit;env2_fit;env3_fit;env4_fit;env5_fit;env6_fit
40; 0; 11904; 7.4467; 1.111; 2.3505; 1.2312; 0.8577; 0.3337; 0.7537
45; 0; 13801; -0.1145; -0.1253; -0.1253; -0.1253; -0.1253; -0.1386; -0.1253
45; 0; 13802; -10000; -10000; -10000; -10000; -10000; -10000; -10000
45; 0; 13511; 2.1906; 1.1433; 0.6472; 0.1452; 1.352; 0.338; 0.3455
45; 0; 13682; 1.5811; 1.1073; 0.3107; 0.1839; 1.1193; 0.3107; 0.3859
45; 0; 11439; 3.6424; 1.3528; 0.3277; 2.366; 1.4754; -1.2595; 0.4108
45; 0; 11904; 7.4467; 1.111; 2.3505; 1.2312; 0.8577; 0.3337; 0.7537
50; 0; 15481; -0.1974; -0.0; -0.0; -0.0; -0.0; -0.2737; -0.0
50; 0; 15482; -0.0094; 0.0175; 0.0175; 0.0174; 0.0175; -0.0106; 0.0175
50; 0; 15407; 0.111; 0.3214; 0.3214; 0.3214; 0.3214; 0.2821; 0.3214
50; 0; 15395; 0.6778; 0.5645; 0.6232; 0.2953; 0.5645; -2.0858; 0.3
50; 0; 11439; 3.6424; 1.3528; 0.3277; 2.366; 1.4754; -1.2595; 0.4108
50; 0; 11904; 7.4467; 1.111; 2.3505; 1.2312; 0.8577; 0.3337; 0.7537
55; 0; 16862; 0.1824; 1.1416; 0.0685; 0.1746; 1.2061; -1.3759; 0.3431
55; 0; 16920; 0.2145; 0.2513; 0.2513; 0.1776; 0.2513; 0.2744; 0.2513
55; 0; 17003; -0.2088; 0.6699; 0.4847; -0.0012; 0.6699; -0.1239; 0.1868
55; 0; 16729; 0.1306; 0.2852; 0.2852; 0.24; 0.2852; -0.0784; 0.2852
55; 0; 16762; 0.1083; 0.344; 0.2983; 0.2607; 0.344; 0.2961; 0.3445
55; 0; 11439; 3.6424; 1.3528; 0.3277; 2.366; 1.4754; -1.2595; 0.4108
60; 0; 18483; 0.3114; 0.2969; 0.3042; 0.1863; 0.2969; 0.2489; 0.2978
60; 0; 18567; 0.0678; 0.3046; 0.3046; 0.3046; 0.3046; 0.2514; 0.3046
60; 0; 18571; 0.1003; 0.3053; 0.3053; 0.3053; 0.3053; 0.2662; 0.3053
60; 0; 17921; 0.6153; 0.7022; 0.3929; 0.2691; 0.7022; 0.3884; 0.4426
60; 0; 18050; 0.5767; 0.4976; 0.4865; 0.3788; 0.4976; 0.229; 0.2001
60; 0; 11439; 3.6424; 1.3528; 0.3277; 2.366; 1.4754; -1.2595; 0.4108
65; 0; 20113; 0.2471; 0.0845; 0.218; 0.0846; 0.0845; -0.0997; 0.2177
65; 0; 20098; 0.0896; 0.3419; 0.3921; 0.2247; 0.3419; 0.392; 0.3419
65; 0; 19167; 0.2377; 0.4123; 0.4198; 0.2849; 0.4123; 0.4197; 0.4123
65; 0; 18676; 0.6622; 0.7262; 0.7569; 0.3859; 0.7262; 0.5407; 0.5743
65; 0; 11439; 3.6424; 1.3528; 0.3277; 2.366; 1.4754; -1.2595; 0.4108
65; 0; 19495; 3.5237; 0.2756; 0.8704; 7.4618; 0.2756; -0.4022; 0.1952
70; 0; 21788; -0.0337; 0.0651; 0.0651; 0.0651; 0.0651; 0.0828; 0.0651
70; 0; 21676; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
70; 0; 21574; 0.1329; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
70; 0; 21364; 0.1329; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
70; 0; 11439; 3.6424; 1.3528; 0.3277; 2.366; 1.4754; -1.2595; 0.4108
70; 0; 19495; 3.5237; 0.2756; 0.8704; 7.4618; 0.2756; -0.4022; 0.1952
75; 0; 23092; 0.1003; 0.3053; 0.3053; 0.3053; 0.3053; 0.2662; 0.3053
75; 0; 22362; 0.181; 0.3616; 0.3399; 0.1545; 0.3616; 0.3399; 0.3616
75; 0; 23207; 0.3388; 0.4119; 0.447; 0.2507; 0.4119; 0.1973; 0.4119
75; 0; 22437; 0.6069; 0.5898; 0.5353; 0.4144; 0.5898; 0.6072; 0.5778
75; 0; 23016; 0.5673; 0.5311; 0.4122; 0.4094; 0.5311; 0.5906; 0.6094
75; 0; 19495; 3.5237; 0.2756; 0.8704; 7.4618; 0.2756; -0.4022; 0.1952
80; 0; 24783; 0.0652; 0.3563; 0.6352; -0.1127; 0.3563; -0.1498; 0.1653
80; 0; 24728; 0.5127; 1.3082; 0.4603; -1.3605; 1.2916; 0.3114; 0.2543
80; 0; 24659; 0.0467; 0.5438; 0.5733; 0.5423; 0.5438; -7.7723; 0.6328
80; 0; 24798; -6.001; 0.7271; 0.4626; 0.7635; 0.7271; 0.751; -2.8921
80; 0; 19495; 3.5237; 0.2756; 0.8704; 7.4618; 0.2756; -0.4022; 0.1952
80; 0; 24760; 0.9886; 4.7152; 0.5026; 3.8221; 1.3569; -1.129; -1.1523
85; 0; 26280; 0.7021; 0.6634; 0.5539; 0.1681; 0.6634; 0.3152; 0.3907
85; 0; 26273; 0.1003; 0.3053; 0.3053; 0.3053; 0.3053; 0.2662; 0.3053
85; 0; 26051; 0.1147; 0.3459; 0.3459; 0.2753; 0.3459; 0.2106; 0.3459
85; 0; 25786; 0.8176; 1.0314; 0.6525; 0.2296; 1.0314; 0.4291; 0.4956
85; 0; 26279; 0.9077; -2.2646; -1.8115; -3.0315; 1.2801; -1.366; 1.5438
85; 0; 19495; 3.5237; 0.2756; 0.8704; 7.4618; 0.2756; -0.4022; 0.1952
90; 0; 27834; 0.4169; 0.4523; 0.3589; 0.2266; 0.4523; 0.3644; 0.4538
90; 0; 27353; 0.1503; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
90; 0; 27776; 0.1329; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
90; 0; 27616; 0.1967; 0.4847; 0.4255; 0.5185; 0.4847; 0.2173; 0.0756
90; 0; 19495; 3.5237; 0.2756; 0.8704; 7.4618; 0.2756; -0.4022; 0.1952
90; 0; 27863; 0.344; 0.0589; -0.1266; 2.3613; 0.0589; -1.3197; -0.2821
95; 0; 29281; 0.1766; 0.2305; 0.2305; 0.2002; 0.2305; 0.2002; 0.2305
95; 0; 29268; 1.2626; 0.5975; 0.5922; 0.1321; 0.5975; 0.0891; -0.3952
95; 0; 29117; 0.5324; 0.536; 0.5731; 0.3908; 0.536; 0.5175; 0.5307
95; 0; 29380; 0.747; 0.8565; 1.6565; 0.2389; 0.8565; 0.4368; 0.4389
95; 0; 29413; 2.0247; -2.8377; -1.9393; -2.6205; -2.8171; 0.3067; 3.7076
95; 0; 28110; 2.1965; 2.0615; -2.983; 3.5604; 2.2928; -2.8952; -1.5188
100; 0; 30933; 0.0346; 0.0996; 0.0996; 0.0996; 0.0996; 0.1163; 0.0996
100; 0; 30651; 0.4879; 1.0063; 0.4266; 0.0613; 1.0063; 0.357; 0.3112
100; 0; 30776; -0.5887; 0.4269; 0.5545; 0.1509; 0.4269; 0.8443; 0.9435
100; 0; 30403; 2.0249; 1.169; 0.6923; 0.129; 1.169; 0.2901; 0.1832
100; 0; 30932; 1.9405; -2.2077; 0.5792; 0.0996; -2.2077; -0.0063; 0.3122
100; 0; 29905; 0.8044; 0.6288; 0.7176; 0.4934; 0.6288; 0.2838; 0.5363
105; 0; 32401; 0.0683; 0.0736; 0.0736; 0.0736; 0.0736; 0.1171; 0.0736
105; 0; 32454; 0.1322; 0.121; 0.121; 0.121; 0.121; 0.1566; 0.121
105; 0; 32537; 0.441; 0.4544; 0.3569; 0.1838; 0.4544; 0.2801; 0.3125
105; 0; 32477; 0.5801; 0.5862; 0.3703; 0.1882; 0.5862; 0.3732; 0.3898
105; 0; 32586; 0.5986; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
105; 0; 32564; 0.6069; -0.0088; -0.0088; -0.0088; -0.0088; 0.2794; -0.0088
110; 0; 34212; 0.1764; 0.1586; 0.1586; 0.1586; 0.1586; 0.1812; 0.1586
110; 0; 34046; 1.2115; 0.8547; 0.6653; 0.1404; 0.8547; 0.3157; 0.4145
110; 0; 34151; 0.3536; 0.3516; 0.287; 0.1082; 0.3516; 0.2867; 0.3516
110; 0; 34066; 0.7009; 0.5938; 0.5489; 0.1894; 0.5938; 0.3702; 0.3934
110; 0; 34077; 0.7114; 0.5481; 0.578; 0.1945; 0.5481; 0.3756; 0.3903
110; 0; 33488; 0.5171; 0.6912; 0.3835; 0.2713; 0.6912; -3.1109; 0.3426
115; 0; 35968; 0.0071; -0.0001; -0.0001; 0.0047; -0.0001; 0.0036; -0.0001
115; 0; 35892; 0.048; -0.0028; -0.0028; -0.0028; -0.0028; -0.0241; -0.0028
115; 0; 35849; 0.0886; 0.0166; 0.0166; 0.0166; 0.0166; 0.0627; 0.0166
115; 0; 35893; 0.5276; 0.8809; 0.4759; 0.1954; 0.8809; 0.3658; 0.388
115; 0; 35889; 1.2174; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
115; 0; 35683; 1.2523; 1.137; 0.5932; 0.2796; 1.137; 0.579; 0.4672
120; 0; 37388; 0.0161; 0.0734; 0.0734; 0.0737; 0.0734; 0.0976; 0.0734
120; 0; 37254; 0.1377; 0.0816; 0.0816; 0.0816; 0.0816; 0.0942; 0.0816
120; 0; 37269; 0.9871; 0.9194; -2.3882; 0.1871; 0.9194; -2.3744; 0.4254
120; 0; 35683; 1.2523; 1.137; 0.5932; 0.2796; 1.137; 0.579; 0.4672
120; 0; 36871; 0.2377; 0.522; 0.4995; 0.5737; 0.522; 0.1951; 0.3784
120; 0; 37091; 0.3779; 0.4807; 0.4897; 0.4812; 0.4807; 0.1881; 0.4008
125; 0; 38920; 0.4007; 0.9121; 0.1934; -0.4074; 1.2932; -2.5822; 0.2443
125; 0; 39053; 0.8364; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
125; 0; 38900; 0.8485; 0.737; 0.6795; 0.1513; 0.737; 0.406; 0.3401
125; 0; 39030; 0.9482; -0.0122; -0.0122; -0.0122; -0.0122; 0.0107; -0.0122
125; 0; 39055; 1.1881; -0.0167; -0.0167; -0.0167; -0.0167; -0.019; -0.0167
125; 0; 35683; 1.2523; 1.137; 0.5932; 0.2796; 1.137; 0.579; 0.4672
130; 0; 40173; 0.1447; 0.1504; 0.1504; 0.1504; 0.1504; 0.1653; 0.1504
130; 0; 40170; 0.148; 0.1489; 0.1489; 0.1489; 0.1489; 0.154; 0.1489
130; 0; 40395; 0.5303; 0.1475; 0.5679; -2.6804; 4.1979; -2.5179; 0.2409
130; 0; 40450; 0.8883; 0.508; 0.4843; 0.6754; 0.508; 1.6227; 0.5227
130; 0; 40529; 1.1668; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
130; 0; 40531; 1.3013; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
135; 0; 42050; 0.3224; 0.3246; 0.4589; 0.1606; 0.3246; 0.3615; 0.3146
135; 0; 41974; 0.1367; 0.2966; 0.2966; 0.2863; 0.2966; 0.2624; 0.2966
135; 0; 42070; 0.0942; 0.3053; 0.3053; 0.3053; 0.3053; 0.2662; 0.3053
135; 0; 42084; 1.0036; 0.2948; 0.7617; 0.0733; 0.2948; -0.0101; 0.3191
135; 0; 42043; 7.4093; 4.0533; 1.9927; 0.5146; 2.1194; 0.335; 3.1759
135; 0; 41930; 3.1042; 3.0269; 0.783; 0.4941; 4.1432; 0.7749; 0.61
140; 0; 42222; 0.8681; 0.5321; 0.4692; 0.1784; 0.5321; 0.3694; 0.3843
140; 0; 43350; 0.7012; 0.6221; 0.5262; 0.2075; 0.6221; 0.3983; 0.3429
140; 0; 43438; 1.9991; 1.0795; 0.6708; 0.1446; 1.1775; -0.1249; 0.1706
140; 0; 43509; -0.0751; 0.9591; 0.7003; 0.0674; 1.0685; 0.0065; 0.8792
140; 0; 43144; 2.8848; 1.1617; 0.7339; 0.3379; 1.2776; -0.0935; 0.1315
140; 0; 43164; 1.9017; 0.942; 3.422; -0.7097; 1.105; -1.9982; 1.551
145; 0; 44928; 0.1562; 0.1655; 0.1655; 0.1655; 0.1655; 0.174; 0.1655
145; 0; 44688; 0.1381; 0.1778; 0.1778; 0.1778; 0.1778; 0.1762; 0.1778
145; 0; 44585; 0.4453; 0.43; 0.4037; 0.1933; 0.43; 0.3865; 0.3948
145; 0; 44845; 0.2274; 0.8158; 0.6502; 0.1854; 0.8158; 0.1544; 0.3992
145; 0; 44279; 0.9173; 0.5563; 0.1251; 0.1989; 0.5563; 0.5581; 0.2598
145; 0; 44661; 3.5539; 2.1933; -0.9566; 2.5273; 2.2435; 0.4244; 3.6297
150; 0; 46463; 0.1168; 0.2822; 0.2822; 0.2457; 0.2822; 0.2803; 0.2822
150; 0; 45601; 0.3202; 0.331; 0.3343; 0.2423; 0.331; 0.2925; 0.331
150; 0; 46436; 0.008; 0.3766; 0.5728; 0.1732; 0.3766; 0.2789; 0.3766
150; 0; 46522; 0.273; 0.5601; 0.5932; 0.9999; 0.5601; -1.5917; 0.3401
150; 0; 46213; 0.7461; 0.6745; 0.5996; 0.1316; 0.6745; 0.1776; 0.3463
150; 0; 44661; 3.5539; 2.1933; -0.9566; 2.5273; 2.2435; 0.4244; 3.6297
155; 0; 47995; 0.1532; 0.1864; 0.1864; 0.1864; 0.1864; 0.4129; 0.1864
155; 0; 48045; 0.2942; 0.3652; 0.402; 0.14; 0.3652; 0.432; 0.3266
155; 0; 47954; 1.4068; 0.6661; 0.6478; 0.1333; 0.6661; 0.383; 0.3296
155; 0; 47964; 1.0895; 1.138; 0.6621; 0.1686; 1.138; 0.3669; 0.3678
155; 0; 47829; 0.7162; 0.5372; 0.55; 0.1754; 0.5372; -1.0766; 0.3753
155; 0; 44661; 3.5539; 2.1933; -0.9566; 2.5273; 2.2435; 0.4244; 3.6297
160; 0; 49371; 0.2256; 0.4904; 0.3602; 0.1405; 0.4904; 0.3435; 0.3221
160; 0; 49312; 0.1724; 0.3053; 0.3053; 0.3053; 0.3053; 0.2662; 0.3053
160; 0; 49625; 0.2864; 0.3421; 0.3284; 0.1535; 0.3421; 0.3172; 0.3419
160; 0; 49650; 0.0518; 0.324; 0.324; 0.324; 0.324; 0.3241; 0.324
160; 0; 49611; 1.0847; 0.9955; -0.056; 0.0095; 1.3044; 0.2985; 0.3516
160; 0; 44661; 3.5539; 2.1933; -0.9566; 2.5273; 2.2435; 0.4244; 3.6297
165; 0; 51168; 0.4923; -0.0052; -0.0052; -0.0052; -0.0052; -0.0027; -0.0052
165; 0; 51132; 0.7463; -2.9484; -3.0186; -2.9484; -2.9484; -3.1483; -2.9484
165; 0; 51088; 1.503; 1.0917; 0.6673; 0.1682; 1.0917; 0.3663; 0.3686
165; 0; 51140; 1.6679; 0.2869; 0.3772; -3.6452; 0.2869; -2.3107; 0.2668
165; 0; 51147; 2.1272; 0.5099; 0.6505; 0.0592; 0.5099; 0.3561; 0.2863
165; 0; 44661; 3.5539; 2.1933; -0.9566; 2.5273; 2.2435; 0.4244; 3.6297
170; 0; 52322; 0.1789; 0.2458; 0.2458; 0.209; 0.2458; 0.2791; 0.2419
170; 0; 52622; 0.0472; 0.3322; 0.3997; 0.2397; 0.3322; 0.3997; 0.3322
170; 0; 52057; 0.5358; 0.4713; 0.2918; 0.2798; 0.4713; 0.3021; 0.4623
170; 0; 52627; 0.1003; 0.3053; 0.3053; 0.3053; 0.3053; 0.2662; 0.3053
170; 0; 52505; 1.1843; 2.7428; 0.2239; 1.111; 1.4522; 1.5863; 1.1946
170; 0; 44661; 3.5539; 2.1933; -0.9566; 2.5273; 2.2435; 0.4244; 3.6297
175; 0; 54194; 0.2952; -0.1744; -0.1744; -0.0805; -0.1744; 0.2542; -0.1842
175; 0; 54159; 0.7064; 0.5264; 0.3632; 0.1822; 0.5264; -0.2086; 0.3862
175; 0; 54206; 0.1482; 0.3688; 0.3282; -0.1862; 0.3688; 0.2689; 0.3688
175; 0; 54106; 0.1134; 0.3285; 0.3285; 0.3154; 0.3285; 0.3111; 0.3285
175; 0; 54027; 0.0081; 0.9055; 0.7012; -1.8237; 0.9055; -0.0536; 0.3304
175; 0; 52505; 1.1843; 2.7428; 0.2239; 1.111; 1.4522; 1.5863; 1.1946
180; 0; 55659; 0.2266; 0.2384; 0.2384; 0.15; 0.2384; 0.2352; 0.2384
180; 0; 55718; 0.2758; 0.2524; 0.2524; 0.2524; 0.2524; 0.1729; 0.2524
180; 0; 55653; 0.2514; 0.2941; 0.2941; 0.2941; 0.2941; 0.1891; 0.2941
180; 0; 55336; 0.3106; 0.3305; 0.3305; 0.206; 0.3305; 0.2857; 0.3305
180; 0; 55372; 1.579; 1.2037; 0.775; 0.289; 1.237; 0.4857; 0.4941
180; 0; 55702; 0.7169; 0.8391; 0.4225; 0.4876; 0.8391; 0.3507; 0.683
185; 0; 57435; -10000; -10000; -10000; -10000; -10000; -10000; -10000
185; 0; 57436; 0.0119; -0.0078; -0.0078; -0.0078; -0.0078; -0.0056; -0.0078
185; 0; 57283; 1.5324; 1.1397; 0.6668; 0.1662; 1.1397; 0.3676; 0.3668
185; 0; 57231; 1.6946; 1.1517; 0.6574; 0.1331; 1.1517; 0.0386; 0.2936
185; 0; 56333; 1.8348; 1.3526; 0.798; 0.1862; 1.4994; 0.1464; 1.0821
185; 0; 57252; 1.5889; 1.1156; 1.5864; 1.572; 2.1969; 1.8227; 1.5864
190; 0; 58762; 0.313; 0.3129; 0.3129; 0.2984; 0.3129; 0.2887; 0.3129
190; 0; 58974; 0.2595; 0.3268; 0.3269; 0.3225; 0.3268; 0.0278; 0.3268
190; 0; 58961; 0.0896; 0.3419; 0.3921; 0.2247; 0.3419; 0.392; 0.3419
190; 0; 58624; 0.2704; 0.4611; 0.4026; 0.2758; 0.4611; 0.1865; 0.1024
190; 0; 58938; 0.2745; 0.4611; 0.4026; 0.2758; 0.4611; -0.3144; 0.2296
190; 0; 57485; 1.681; 2.9384; 2.359; 1.503; 3.9215; 2.1653; 3.3093
195; 0; 60407; 0.2331; 0.3092; 0.267; 0.5686; 0.3092; 0.267; 0.3092
195; 0; 60471; 0.1018; 0.3419; 0.3921; 0.2247; 0.3419; 0.392; 0.3419
195; 0; 60473; 0.0616; 0.4322; 0.4322; 0.3944; 0.4322; 0.5455; 0.4322
195; 0; 60102; 0.8463; 0.3732; 0.6545; 0.3915; 0.3732; -1.3875; 0.213
195; 0; 60435; 1.1445; 1.1488; -0.8714; 1.2442; 1.3588; -1.8822; 1.5434
195; 0; 60050; 2.6612; 1.5035; 3.4281; 0.4672; 2.0895; 1.0126; 0.821
200; 0; 62098; 0.2845; 0.1987; 0.1987; 0.1987; 0.1987; 0.1739; 0.1987
200; 0; 61763; 0.276; 0.1987; 0.1987; 0.1987; 0.1987; 0.1739; 0.1987
200; 0; 62022; 0.7444; 0.7656; 0.6273; 0.0662; 0.7656; 0.3036; 0.3521
200; 0; 62112; 0.0896; 0.3419; 0.3921; 0.2247; 0.3419; 0.392; 0.3419
200; 0; 62118; 0.0896; 0.3419; 0.3921; 0.2247; 0.3419; 0.392; 0.3419
200; 0; 60050; 2.6612; 1.5035; 3.4281; 0.4672; 2.0895; 1.0126; 0.821
