gen;original_env_id;genome_id;env0_fit;env1_fit;env2_fit;env3_fit;env4_fit;env5_fit;env6_fit
50; 0; 15885; 3.6269; 7.5475; 3.2771; 0.746; 2.1579; -1.3732; 1.1113
55; 0; 17673; -10000; -10000; -10000; -10000; -10000; -10000; -10000
55; 0; 17674; 0.1355; 0.1516; 0.1516; 0.1516; 0.1516; 0.0958; 0.1516
55; 0; 17564; 7.3583; 0.9164; 1.5874; -1.4168; 1.4774; 0.7313; 0.8725
55; 0; 17578; 7.3692; 0.6238; -1.6207; 5.2299; 2.1716; -0.2423; -0.7843
55; 0; 17599; 7.5448; 0.8529; 1.837; 1.2497; 5.1892; 0.5571; -0.6517
55; 0; 17604; 7.5455; 0.2034; 4.4626; 1.0426; 2.1353; 0.7247; 1.7691
60; 0; 19353; -10000; -10000; -10000; -10000; -10000; -10000; -10000
60; 0; 19354; 0.1665; -0.0464; -0.0464; -0.0464; -0.0464; -0.0353; -0.0464
60; 0; 19291; 4.0446; 0.4948; 0.5232; 4.1417; 0.4948; 0.4688; -1.919
60; 0; 19285; 4.7239; 2.4942; 0.2446; 0.5291; 2.2258; 0.2893; -0.8507
60; 0; 19225; 4.294; -1.2312; 3.1007; 4.3158; -0.6851; 0.1103; -1.8057
60; 0; 19262; 3.7945; 1.2442; 1.8066; 1.5417; 5.0333; -0.5618; 0.0247
65; 0; 21033; 3.6229; 1.0456; 4.0752; 0.9165; 1.9846; 1.7174; 0.1424
65; 0; 21034; 2.0101; 0.3655; 0.5417; -0.1807; 0.3655; 0.2108; 0.3655
65; 0; 20903; 3.7039; 2.2817; 1.6261; 0.7478; 1.6764; -0.1484; -1.2508
65; 0; 20807; 3.857; 0.9921; 0.9117; 0.7001; 3.8299; 0.6144; 0.8099
65; 0; 20958; 7.3658; 2.4943; 0.5027; -0.2637; 1.9932; 0.7209; 0.2817
65; 0; 20848; 3.9353; 0.522; 2.2945; 1.9914; 1.9757; 7.3605; 4.4951
70; 0; 22713; 3.7091; 4.6731; 2.1734; 0.7364; 3.7449; -0.6272; -0.1904
70; 0; 22714; 0.0294; 0.0339; 0.0339; 0.0323; 0.0339; 0.0534; 0.0339
70; 0; 22645; 7.3695; -0.1313; 3.1662; 1.1367; 1.6997; 3.2798; 0.4319
70; 0; 22579; 4.5774; 2.4934; 0.2386; 3.4342; 2.3654; -0.6701; 0.6156
70; 0; 22651; 3.4899; -1.6033; -0.6627; 0.7175; 5.332; 0.4147; 0.3675
70; 0; 22648; 3.9532; 0.8946; 1.0931; 0.731; 7.549; -0.9784; 0.3737
75; 0; 24393; 0.1195; -0.0412; -1.6196; 0.9149; 0.9685; 0.7177; 2.5379
75; 0; 24394; -10000; -10000; -10000; -10000; -10000; -10000; -10000
75; 0; 24296; 2.0635; 0.9925; 0.704; 1.1113; 1.0904; -0.9315; 0.3454
75; 0; 24283; 4.0249; 0.6135; 0.4581; -1.1637; 1.0322; -1.1681; 0.2825
75; 0; 24335; 3.4025; 1.3316; 3.6638; 2.9125; 3.8446; -1.5605; -1.867
75; 0; 24295; 3.0708; -2.4948; 0.4125; 4.2832; 3.5042; 1.648; 0.1075
80; 0; 26073; 0.1665; -0.0464; -0.0464; -0.0464; -0.0464; 0.4448; -0.0464
80; 0; 26074; -10000; -10000; -10000; -10000; -10000; -10000; -10000
80; 0; 25977; 5.2449; 1.9595; 0.5174; -0.6928; 0.3486; 0.6748; 0.607
80; 0; 25989; 2.7191; -1.1187; 1.7929; -0.9528; 2.1762; 0.6749; -1.4049
80; 0; 25973; 3.5669; 0.258; 2.5219; 0.8225; -0.8083; 2.5376; 0.2159
80; 0; 25968; 3.928; 5.3519; 3.882; 0.7236; 3.839; 0.2289; 0.0958
85; 0; 27751; -10000; -10000; -10000; -10000; -10000; -10000; -10000
85; 0; 27752; -10000; -10000; -10000; -10000; -10000; -10000; -10000
85; 0; 27691; 5.333; 2.9161; 2.0706; 1.1786; 2.4072; -2.0764; -0.0294
85; 0; 27689; 4.7109; 0.5289; 1.0242; -0.6527; 2.1741; 7.3617; 2.8449
85; 0; 27520; 5.3078; 0.85; 3.8669; 0.291; 0.3012; 0.1663; 2.7579
85; 0; 27665; 7.5529; 0.6274; 7.5444; 1.8733; 2.3714; 3.9547; -0.6849
90; 0; 29342; 0.5532; 0.5884; 0.627; 0.6437; 0.5884; 0.6688; 0.1375
90; 0; 29343; 0.7234; 0.8194; 0.7017; 0.1867; 0.8194; 0.0798; 0.391
90; 0; 29231; 7.3655; 0.9511; -0.0943; 1.2535; 1.9525; -0.1589; 0.3504
90; 0; 29341; 2.8996; 0.5767; 0.6188; 0.9; 0.5767; -0.6887; 0.8202
90; 0; 29329; 3.4935; 1.4158; 0.8458; 0.7064; -0.0429; 0.1657; 1.0934
90; 0; 29352; 7.3609; 0.8974; 0.528; 1.0945; 2.3137; 0.2821; 0.2837
95; 0; 30731; 0.1355; 0.1516; 0.1516; 0.1516; 0.1516; 0.0958; 0.1516
95; 0; 30893; 0.1355; 0.1516; 0.1516; 0.1516; 0.1516; 0.0958; 0.1516
95; 0; 30917; 5.2324; 1.5747; 0.5104; 1.0011; 3.3909; 3.9677; -1.4176
95; 0; 30987; 4.6898; 1.3199; 0.0149; 0.0891; 1.2924; -0.7467; -0.0359
95; 0; 30918; 2.9804; 3.1646; -0.2639; 3.6302; 2.0853; -1.1988; 0.4237
95; 0; 30973; 3.5328; 0.7669; 3.3512; 0.2451; 2.684; -0.686; 1.1584
100; 0; 32715; -10000; -10000; -10000; -10000; -10000; -10000; -10000
100; 0; 32716; -10000; -10000; -10000; -10000; -10000; -10000; -10000
100; 0; 32624; 1.8659; 2.5601; 0.8239; 0.812; 2.1718; -1.0488; -0.6126
100; 0; 32612; 4.51; 2.725; 0.5796; -0.8637; 1.0987; -0.9938; -0.1419
100; 0; 32656; 7.3639; 3.1521; 1.2399; 0.5571; 1.1602; 0.5051; 2.1774
100; 0; 32635; 7.3689; 0.1939; 0.8612; 0.954; 1.5687; 0.4232; -0.1093
105; 0; 34355; -10000; -10000; -10000; -10000; -10000; -10000; -10000
105; 0; 34356; 0.3131; 0.2395; 0.4702; 0.1295; 0.2395; 0.2132; 0.3216
105; 0; 34262; 4.1832; 2.8664; -1.646; -1.118; 1.647; 0.2065; 0.8768
105; 0; 34279; 5.1231; 0.7754; 3.6427; 3.7648; 2.5372; -0.2228; 1.745
105; 0; 34287; 3.0059; 2.0463; 0.843; -1.2952; 1.3204; -0.2122; 0.8302
105; 0; 34207; 3.8839; 0.6099; 0.9336; 0.7222; 2.3067; -0.7407; 0.6459
110; 0; 35990; -10000; -10000; -10000; -10000; -10000; -10000; -10000
110; 0; 35991; -10000; -10000; -10000; -10000; -10000; -10000; -10000
110; 0; 35836; 7.3648; 4.0637; 0.0319; 0.5363; 2.7341; -0.908; -1.1927
110; 0; 35929; 3.767; 3.4606; 1.421; 2.602; 4.169; 0.3688; 2.5876
110; 0; 35918; 2.589; 1.4184; 1.5478; 4.0075; 1.2304; -0.6556; 5.1449
110; 0; 35892; 5.2093; 4.4188; -1.2542; 3.8426; 2.6688; 0.0804; 2.8239
115; 0; 37520; 4.5974; 1.147; 0.0984; 0.3843; 2.0646; 0.3983; 3.1999
115; 0; 37580; 7.3707; 2.9545; 2.2599; 0.0748; 2.8282; 0.3714; 2.8467
115; 0; 37570; 3.5674; 0.9896; 1.1719; 0.7546; 2.1628; 0.5203; -0.125
115; 0; 37564; 3.0857; 1.3032; 0.0441; 1.4378; 0.7069; -0.4239; 2.4244
115; 0; 37493; 3.448; -0.4443; 1.134; -1.1228; 3.6938; 0.5604; 0.4266
115; 0; 37533; 3.0082; -0.2411; 2.2397; -0.7763; 1.3621; -0.6352; 3.4243
120; 0; 39300; -10000; -10000; -10000; -10000; -10000; -10000; -10000
120; 0; 39301; -10000; -10000; -10000; -10000; -10000; -10000; -10000
120; 0; 39209; 5.0697; 2.858; 0.6457; 0.5265; 3.7323; 0.4209; 3.2839
120; 0; 39240; 2.8582; -1.7504; 1.7544; 0.6995; 2.8395; 1.7857; 1.7312
120; 0; 39205; 3.2815; 1.1873; 0.7702; 0.7289; 1.1083; 0.4681; 2.4413
120; 0; 39236; 1.0911; 3.8472; 1.6183; 2.7444; 3.5448; 0.6298; -0.8937
125; 0; 40980; -10000; -10000; -10000; -10000; -10000; -10000; -10000
125; 0; 40981; 3.1923; 0.4312; 1.147; 0.6991; 1.7634; 0.0865; 0.5545
125; 0; 40910; 4.3245; 1.0385; 0.1371; 3.3224; 1.0426; -0.3699; 3.5066
125; 0; 40916; 3.4529; 5.3285; 0.1032; 0.5157; 3.2184; -1.2136; 0.3667
125; 0; 40893; 3.7392; 1.6276; 1.459; 2.5882; 3.5841; -0.7479; -0.607
125; 0; 40884; 4.2905; 1.9918; 2.9117; 0.5416; 5.2019; -1.7958; 4.5916
130; 0; 42660; -10000; -10000; -10000; -10000; -10000; -10000; -10000
130; 0; 42661; 0.171; -0.0464; -0.0464; -0.0464; -0.0464; -0.0353; -0.0464
130; 0; 42562; 3.4895; -0.154; 0.1453; 0.5125; 1.1737; 0.4105; 1.4506
130; 0; 42540; 7.3647; 0.9817; 3.3818; 0.4682; 1.3042; -0.8694; -0.2788
130; 0; 42442; 3.1551; 0.9767; -2.2858; 0.9285; 3.5912; -0.8599; 1.6473
130; 0; 42592; 3.6707; 0.4959; 0.7495; 0.7141; 4.1555; -1.8964; 0.1938
135; 0; 44340; -10000; -10000; -10000; -10000; -10000; -10000; -10000
135; 0; 44341; 4.7749; 0.9223; 0.1137; 2.9865; 1.8831; 0.9199; 0.3583
135; 0; 44281; 4.5611; 0.5695; 0.7075; -0.5795; 2.1387; -0.0759; 0.5462
135; 0; 44069; 7.3655; 2.4144; 0.4588; 5.1184; 7.3781; -0.7156; 3.3649
135; 0; 44279; 2.5884; 2.3737; 1.7272; 1.0545; 4.441; -0.9377; 3.6932
135; 0; 44255; 3.323; 1.3527; 1.5911; 0.7207; 3.7953; -0.6706; 0.4832
140; 0; 46020; 0.0055; -0.02; -0.02; -0.02; -0.02; -0.0173; -0.02
140; 0; 46021; -10000; -10000; -10000; -10000; -10000; -10000; -10000
140; 0; 45856; 5.2835; 1.228; 0.5888; 2.5835; 0.0212; 2.2911; 1.6228
140; 0; 45943; 4.7204; 1.6271; -0.6605; 1.8839; 1.6302; 0.0755; 1.7071
140; 0; 45931; 3.1122; 0.9039; -0.834; 0.7138; -0.6012; 0.7627; 0.2663
140; 0; 45947; 3.3068; 0.8309; 0.4805; 0.7206; 7.5454; -0.6454; -0.1077
145; 0; 47700; 0.0055; -0.02; -0.02; -0.02; -0.02; -0.0173; -0.02
145; 0; 47701; -10000; -10000; -10000; -10000; -10000; -10000; -10000
145; 0; 47620; 3.4045; 0.6845; -0.967; 3.597; 3.8599; -1.3506; 0.7694
145; 0; 47544; 2.6139; 0.7434; 0.4377; 0.2836; 0.7434; 0.5986; -1.3048
145; 0; 47645; 3.506; 5.4268; 0.8335; 0.1097; 5.2003; 0.6369; -0.3521
145; 0; 47604; 3.1621; 1.0084; 2.0244; -0.5458; 5.0512; -0.1462; 2.708
150; 0; 49380; -10000; -10000; -10000; -10000; -10000; -10000; -10000
150; 0; 49381; -10000; -10000; -10000; -10000; -10000; -10000; -10000
150; 0; 49321; 3.7106; 0.9086; 0.6708; 0.6964; -0.1026; -1.0774; 0.5267
150; 0; 49271; 4.1892; -0.0296; -0.2651; 1.8787; 3.5432; -2.5011; 1.924
150; 0; 49323; 7.3641; 0.3076; -0.0657; -0.492; 0.3076; -0.3507; -0.7669
150; 0; 49272; 3.4544; 2.4749; 2.6489; -0.4197; -1.3555; -0.6071; -0.7661
155; 0; 51060; 0.6096; 0.9337; 0.871; 0.3097; 0.9337; -0.0213; 0.5828
155; 0; 51061; 0.0055; -0.02; -0.02; -0.02; -0.02; -0.0173; -0.02
155; 0; 50914; 5.1907; 0.6284; 0.4152; 4.1798; 1.2921; -1.962; 0.9781
155; 0; 50871; 7.3598; 2.7446; 0.6218; 0.9758; 2.668; 0.0142; -1.6676
155; 0; 50959; 4.3187; 3.5504; 0.4142; 1.4669; 3.6745; 1.9789; 7.547
155; 0; 50978; 3.5918; 2.007; 4.2005; 0.7061; 2.6773; 0.1382; 0.7436
160; 0; 52740; 0.084; 0.0257; 0.0257; 0.0257; 0.0257; -0.0176; 0.0257
160; 0; 52741; 0.1809; 0.7498; 0.5416; -1.1881; 0.7498; 0.3731; 0.3863
160; 0; 52655; 4.4266; 1.2028; -0.2964; -1.8818; 1.9377; -1.2994; -0.4388
160; 0; 52576; 3.9051; 2.9405; 1.6671; 0.718; 2.9242; -0.9555; 0.6134
160; 0; 52675; 7.3637; 0.4723; -0.7467; 0.8945; 0.4723; -1.003; -1.6835
160; 0; 52670; 7.5444; 2.898; 2.2826; 2.4533; 3.8189; 0.423; -0.5321
165; 0; 54420; 0.1665; -0.0464; -0.0464; -0.0464; -0.0464; -0.0353; -0.0464
165; 0; 54421; -10000; -10000; -10000; -10000; -10000; -10000; -10000
165; 0; 54303; 3.7065; 2.8354; 0.5952; 0.7092; 2.531; -0.6774; 1.0951
165; 0; 54322; 2.9447; 0.9126; 1.2655; -0.4122; 2.9505; 2.6745; 0.5251
165; 0; 54354; 3.3788; 0.1338; 4.202; 1.5622; 2.2295; -0.0162; 2.9776
165; 0; 54332; 4.5439; 0.8839; 0.5606; 1.1417; 0.5601; -0.1561; 1.8827
170; 0; 56100; 0.1668; 0.1749; 0.1749; 0.1749; 0.1749; 0.1719; 0.1749
170; 0; 56101; 3.3361; 0.341; 0.7658; 0.7162; 7.5482; 3.189; 0.0329
170; 0; 55995; 3.9447; 1.1552; 0.5058; 0.6361; 3.7938; -0.6715; 0.6975
170; 0; 56027; 3.8041; 3.8807; 0.0329; 0.7185; 4.4796; -0.5149; 0.8405
170; 0; 56012; 4.3453; 0.2025; 1.1462; 2.3423; 7.5506; -1.3636; 0.2297
170; 0; 56041; 5.3689; -1.3008; 1.6482; 0.6903; 5.3142; -0.6129; 1.6556
175; 0; 57780; 7.3645; -0.0464; -0.0464; -0.0464; -0.0464; 1.954; -0.0464
175; 0; 57781; -10000; -10000; -10000; -10000; -10000; -10000; -10000
175; 0; 57672; 4.8451; 1.3602; 0.1055; 0.531; 1.3331; 0.3184; -0.4265
175; 0; 57700; 5.1428; 0.3149; 1.6348; 4.8007; 0.444; 0.2905; 0.7833
175; 0; 57670; 5.4968; 3.3216; 2.6693; 0.6693; 2.6134; -1.3719; 0.7004
175; 0; 57637; 7.3727; 3.901; 1.6584; -0.7928; 2.6832; 0.7448; -0.8276
180; 0; 59460; -0.0128; 0.0854; 0.0854; 0.0854; 0.0854; 0.0939; 0.0854
180; 0; 59461; 4.7063; 1.294; 0.8015; 0.6754; 1.0011; -1.0839; -1.2656
180; 0; 59351; 3.9763; 0.5959; 1.0317; 2.7273; 5.4236; 3.33; -0.0167
180; 0; 59403; 3.7629; 0.5142; 0.9332; 1.0752; -0.6412; -1.2944; 0.2659
180; 0; 59379; 3.0884; 0.9609; 0.5102; 1.7891; 3.9344; 0.5354; 1.0156
180; 0; 59337; 1.8105; -2.2306; 2.6197; -3.8197; -4.7262; -0.5421; 4.6654
185; 0; 61140; -10000; -10000; -10000; -10000; -10000; -10000; -10000
185; 0; 61141; -10000; -10000; -10000; -10000; -10000; -10000; -10000
185; 0; 61075; 3.7477; 0.6254; 2.8086; 0.7385; 3.6372; -0.6112; -0.6255
185; 0; 61067; 3.936; 3.9751; 2.9815; 3.6089; 0.3584; -0.7299; -0.6491
185; 0; 61025; 4.665; 1.9023; 0.4662; 3.6883; 2.6557; 0.607; 0.7951
185; 0; 61033; 4.2046; 0.9034; 0.6751; 5.3454; 0.9034; -1.1944; -1.4201
190; 0; 62813; 4.2238; 1.0412; 2.283; 4.0964; 3.0195; -2.2148; -0.9342
190; 0; 62814; 3.0361; 3.0774; 1.8705; 0.9166; 2.4315; 0.2274; 0.6422
190; 0; 62726; 0.5815; 0.5071; 0.3011; 0.1569; 0.5071; 0.2363; 0.3389
190; 0; 62615; 0.5318; 1.5208; -0.7738; -0.0714; 2.3712; -0.6335; 0.8043
190; 0; 62742; 4.4764; 0.5138; 0.9777; 0.2058; 0.5138; 2.6569; 4.0506
190; 0; 62756; 2.9973; 1.2817; 1.5911; 0.361; 0.8905; -0.6156; -0.5708
195; 0; 64271; 0.2775; 0.2283; 0.2283; 0.1002; 0.2283; 0.159; 0.2283
195; 0; 64383; 0.2775; 0.2283; 0.2283; 0.1002; 0.2283; 0.159; 0.2283
195; 0; 64289; 7.3563; 1.2653; 2.7734; 0.4537; 1.2456; 3.0298; 0.7303
195; 0; 64416; 2.7645; 0.6251; 0.8216; 7.5044; 0.6251; 0.1957; 1.1385
195; 0; 64347; 4.1767; 3.6401; 4.1871; -0.6549; 3.6318; 7.5575; -0.7185
195; 0; 64352; 4.5419; 0.8299; -0.9859; 3.2248; 1.2626; 0.2778; -2.3674
200; 0; 65978; 3.098; -1.251; 2.1038; 3.7936; 1.5098; 0.4463; -1.5618
200; 0; 65994; 4.2569; -0.4216; 4.7624; 2.9616; 4.242; -0.8166; -1.422
200; 0; 65998; 7.3537; 3.2171; -1.0424; 0.4949; 3.4905; -0.7373; 1.6778
200; 0; 65923; 3.3645; 2.4128; 3.2784; 0.7095; 3.9804; -0.5971; 0.1392
200; 0; 65964; 3.9589; 1.4575; -1.0601; 0.7219; 0.8805; -0.5153; 2.0124
200; 0; 65915; 3.2971; 1.3123; 1.18; -1.0179; 3.5896; 0.6303; -0.9884
