gen;best_fit;avg_fit;median_fit
5;2.524103617616406;-0.11515966136337766;0.004138280307244169
10;3.9528393548716543;0.0639533182706001;-0.0018485879896269208
15;3.053276298828813;0.18251411327533915;0.047812404167910244
20;3.053276298828813;0.10108544313696864;0.0478735016675331
25;3.053276298828813;0.09288492387258526;0.02084411287105692
30;4.636969825817501;-0.054316662119220045;0.01660875671285711
35;3.9606872009716043;0.03870794558164913;0.024730739613351316
40;3.7277076964210205;0.2390562764873755;0.04534430355167607
45;3.100808605796238;-0.08357629921289524;0.00887811259506796
50;2.26415140833218;-0.04028779983648823;0.01940203765665699
55;2.9459679181719083;0.015056025203670503;0.01459191216609279
60;3.6912888569993543;0.004082916073216699;0.018007519842897668
65;4.490994183972716;0.11818856959253786;0.014433567932576885
70;1.9865473985709072;-0.07345014679075075;0.010805927554419004
75;2.56158927059222;-0.06352349278649569;0.021826134323443325
80;2.2602420259017673;-0.12344671481176804;0.014637855720455173
85;2.144612356464667;-0.11163883382758538;0.011304782578690664
90;3.65837719752461;0.021880801255079387;0.010805927554419004
95;2.615493779395246;0.021765941609448988;0.011304782578690664
100;2.362313768329748;-0.15022996872191213;0.011773113635760335
105;3.1745522894816283;-0.1581925515505222;0.010509459200812393
110;1.8993480628007948;-0.19050929214706744;0.009823802993868536
115;3.032093938206924;-0.16014053260671693;0.010788465371763478
120;3.032093938206924;-0.11494260652551759;0.015373688688522902
125;5.134149276083346;-0.03227001540700743;0.016661653735346338
130;2.2154667336964002;-0.12811497884642664;0.008815560523907695
135;3.0878527762546177;-0.19454013376975152;0.010592279446273029
140;3.301298159065893;-0.18673145689660023;0.007380978915336955
145;2.1964804134982567;-0.14748257656565694;0.010805927554419004
150;4.666412767467942;-0.13770093105194237;0.00852921478629795
155;4.666412767467942;-0.13006520289607892;0.010892639599151266
160;4.666412767467942;-0.06014128594287744;0.010344177908570562
165;4.666412767467942;-0.038611642971089134;0.011220936468332221
170;4.666412767467942;-0.057383972823358324;0.012130252959692861
175;4.666412767467942;-0.15282453069487748;0.010805927554419004
180;3.439612852606494;-0.10399584104958756;0.011621772721401857
185;3.3789406011022334;-0.035524526254157765;0.011042536039269801
190;3.2729959963974196;-0.007372984292161538;0.012701982102541032
195;3.5318742519541924;0.0014745532994030282;0.012701982102541032
200;5.562580657205337;-0.059440404101713765;0.012701982102541032
