gen;best_fit;avg_fit;median_fit
45;2.2636361997078955;-0.5379073801279137;0.006310029697707165
50;1.4297256227275155;-0.22627611258827374;0.04223622090660023
55;1.4657423134547414;-0.32716289631160234;0.004257123767694382
60;1.5086459696416519;-0.34175738199761224;-0.029604283216352112
65;2.581544405438953;-0.051460313091946056;0.023182175595083898
70;1.3001278870840798;-0.35504920242774834;0.0054608944628374845
75;1.3001278870840798;-0.30679192790343884;0.0057173852487282795
80;1.4951736677822824;-0.3543276859134186;0.0054608944628374845
85;2.56094537378403;0.13031968102983077;0.08583185660868659
90;1.4641442521334758;-0.19345751656676483;0.03843851354488123
95;1.4851190395890035;-0.05214948164798814;0.026183433352363228
100;1.468331332391164;-0.31673956743148174;0.06650131201470172
105;1.3692744103878607;-0.2881841101302928;0.08130341023634274
110;1.4422118221711127;-0.15464746032185897;0.08130341023634274
115;1.4333484595613522;-0.23755405769796956;0.054899198309265734
120;2.028538473284881;-0.31153126662649705;0.084019569244627
125;1.4620703851807415;-0.17909693379467545;0.084019569244627
130;1.5279464685747335;-0.310755887009528;0.084019569244627
135;1.3208148895067442;-0.17578376706106924;0.084019569244627
140;0.9221727447478969;-0.10599799511824641;0.084019569244627
145;0.556399095835299;-0.22559929392728945;0.084019569244627
150;1.9996440855600905;-0.16693847658983849;0.09229866840610093
155;0.556424997147727;-0.12462395010291787;0.08768796105190035
