gen;best_fit;avg_fit;median_fit
45;5.002781973262337;0.6247961852489126;0.2616362379120942
50;5.170966782743029;0.8098832981925824;0.0384607763967828
55;5.459200456260243;0.7467215827677945;0.1215086384936081
60;5.132645909141291;0.8893982074135097;0.16278172520895276
65;5.596637121345551;1.1959432120927442;0.35810055816780384
70;5.92088070096465;1.0368412137852123;0.13542782253960162
75;5.92088070096465;1.1758106805092725;0.13203026724593736
80;5.92088070096465;0.8723307388069439;0.08370150624216341
85;6.122213681243465;1.3220520161151368;0.9162391789347565
90;6.013297418261564;1.5110251296893613;1.6336955566669813
95;5.038854113455876;1.1925867414976656;0.9224240074565903
100;5.552251399227237;1.6401116453548206;1.2015665295640434
105;5.369162071977517;1.8398382049613848;1.7705731572609638
110;4.849647810933661;1.2150312803421062;1.172218956741363
115;5.540145015366682;1.7502474471595497;1.0828159975918732
120;5.615218983623037;1.3356650376236738;0.9263365560521568
125;4.972754363200045;1.7487598894129055;1.806657494393436
130;5.143021282237633;1.0821314020297654;0.8048156386850503
135;5.692883736856228;1.9059388347620223;1.7973070074056579
140;5.445792397547798;2.1120007719826277;2.1008407541199974
145;4.817213312860152;0.8378229475512875;0.8780166144630374
150;5.529936292779699;1.464946424759645;1.1562929184045472
155;6.06150135024385;1.6010774196854194;1.403139191691047
160;5.586012532966375;1.2668973086333792;1.1610341829647386
165;5.586012532966375;1.7697361455349507;1.8593754192013676
170;5.1326492530963925;1.2042018139150856;0.752040115616102
175;5.2043053568964925;1.4828775567399668;1.3088218527874191
180;5.105009840159088;1.7374435417420013;1.7519774072573462
185;5.243336059670224;1.801864734240511;1.1571461037118373
190;5.394784784178341;2.004642490852063;1.8423140044132
195;5.236869690281614;1.6080688205127924;1.7123515655733312
200;5.415050447108436;1.5523155924839183;0.8343221432075891
