pop_size;best_fit;num_species
256;3.2167618226801564;134
287;3.2167618226801564;134
288;3.2167618226801564;134
276;3.2167618226801564;134
271;3.2167618226801564;134
268;3.2167618226801564;135
270;3.2167618226801564;136
272;3.2167618226801564;136
272;3.2167618226801564;136
272;3.2167618226801564;136
272;3.2167618226801564;136
272;3.2167618226801564;73
261;3.2167618226801564;47
246;3.2167618226801564;39
249;3.2167618226801564;40
262;3.2167618226801564;41
256;3.2167618226801564;40
259;3.2167618226801564;40
266;3.2167618226801564;42
265;3.2167618226801564;44
268;3.2167618226801564;45
268;3.2167618226801564;46
263;3.2167618226801564;44
249;3.2167618226801564;40
251;3.2167618226801564;38
248;3.2167618226801564;36
263;3.2167618226801564;32
259;3.2167618226801564;28
248;3.2167618226801564;26
250;3.2167618226801564;31
256;3.2167618226801564;31
249;3.2167618226801564;30
256;3.2167618226801564;28
254;3.2167618226801564;28
257;3.2167618226801564;30
256;3.2167618226801564;30
258;3.2167618226801564;32
263;3.2167618226801564;32
258;3.2167618226801564;29
256;3.2167618226801564;27
255;3.2167618226801564;26
260;3.2167618226801564;23
254;3.2167618226801564;24
258;3.2167618226801564;27
259;3.2167618226801564;28
256;3.2167618226801564;29
250;3.2167618226801564;28
259;3.2167618226801564;29
256;3.2167618226801564;28
250;3.2167618226801564;30
254;3.2167618226801564;31
258;3.2167618226801564;32
252;3.2167618226801564;33
253;3.2167618226801564;33
252;3.2167618226801564;34
258;3.2167618226801564;34
256;3.2167618226801564;33
249;3.2167618226801564;34
250;3.2167618226801564;33
260;3.2167618226801564;34
260;3.2167618226801564;37
263;3.2167618226801564;38
262;3.2167618226801564;36
259;3.2167618226801564;35
264;3.2167618226801564;37
260;3.2167618226801564;35
263;3.2167618226801564;35
264;3.2167618226801564;36
251;3.2167618226801564;32
254;3.2167618226801564;31
261;3.2167618226801564;28
258;3.2167618226801564;28
250;3.2167618226801564;25
253;3.2167618226801564;26
250;3.2167618226801564;27
261;3.2167618226801564;26
258;3.2167618226801564;29
259;3.2167618226801564;29
261;3.2167618226801564;32
262;3.2167618226801564;33
256;3.2167618226801564;33
264;3.2167618226801564;35
266;3.2167618226801564;37
263;3.2167618226801564;38
257;3.2167618226801564;37
254;3.2167618226801564;35
259;3.2167618226801564;36
256;3.2167618226801564;34
252;3.2167618226801564;33
256;3.2167618226801564;35
244;3.2167618226801564;35
247;3.2167618226801564;33
245;3.2167618226801564;34
260;3.2167618226801564;36
257;3.2167618226801564;38
260;3.2167618226801564;38
259;3.2167618226801564;39
260;3.2167618226801564;39
265;3.2167618226801564;40
256;3.2167618226801564;42
258;3.2167618226801564;43
