
 ****** Running generation 0 ****** 

Population's average fitness: -586.21602 stdev: 2348.55837
Best fitness: 1.21555 - size: (2, 14) - species 91 - id 147
Average adjusted fitness: 0.923
Mean genetic distance 3.216, standard deviation 0.552
Population of 275 members in 130 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    0     2      0.2    1.000     0
     2    0     1      0.3    1.000     0
     3    0     1     -0.9    1.000     0
     4    0    30      0.3    1.000     0
     5    0     1      0.4    1.000     0
     6    0     1      0.4    1.000     0
     7    0     1     -1.1    1.000     0
     8    0     1     -1.0    1.000     0
     9    0     1      0.7    1.000     0
    10    0     1      1.2    1.000     0
    11    0     2      0.4    1.000     0
    12    0     1     -1.0    1.000     0
    13    0     2     -0.8    1.000     0
    14    0     2  -10000.0    0.000     0
    15    0     2     -0.6    1.000     0
    16    0     1      0.1    1.000     0
    17    0     2      0.4    1.000     0
    18    0     1     -0.8    1.000     0
    19    0     2     -1.4    1.000     0
    20    0     1     -0.8    1.000     0
    21    0    20     -0.9    1.000     0
    22    0     1  -10000.0    0.000     0
    23    0     1     -0.8    1.000     0
    24    0     1      0.6    1.000     0
    25    0     2      0.6    1.000     0
    26    0     1      0.2    1.000     0
    27    0     1     -1.1    1.000     0
    28    0     2     -0.7    1.000     0
    29    0     1      1.2    1.000     0
    30    0     1      0.4    1.000     0
    31    0     1     -0.9    1.000     0
    32    0     2      0.3    1.000     0
    33    0     2      0.4    1.000     0
    34    0     4      0.6    1.000     0
    35    0     2     -0.9    1.000     0
    36    0     1     -0.7    1.000     0
    37    0     1     -0.6    1.000     0
    38    0     1      0.4    1.000     0
    39    0     1      0.3    1.000     0
    40    0     1      0.2    1.000     0
    41    0     1  -10000.0    0.000     0
    42    0     1      0.3    1.000     0
    43    0     2     -0.9    1.000     0
    44    0     1      0.7    1.000     0
    45    0     1     -0.6    1.000     0
    46    0     2     -0.9    1.000     0
    47    0     2      0.3    1.000     0
    48    0     1     -0.7    1.000     0
    49    0     1  -10000.0    0.000     0
    50    0     1     -0.6    1.000     0
    51    0     2     -0.9    1.000     0
    52    0     2     -0.8    1.000     0
    53    0     2      0.3    1.000     0
    54    0     6     -0.7    1.000     0
    55    0     2      0.1    1.000     0
    56    0     2     -0.6    1.000     0
    57    0     2      0.4    1.000     0
    58    0     2     -0.6    1.000     0
    59    0     1  -10000.0    0.000     0
    60    0     2     -1.3    1.000     0
    61    0     1      0.8    1.000     0
    62    0     1      0.1    1.000     0
    63    0     2     -0.9    1.000     0
    64    0     4      0.7    1.000     0
