pop_size;best_fit;num_species
11;1.4501941975221044;1
11;2.500425655132079;1
11;2.500425655132079;1
11;2.892508205425482;1
11;2.892508205425482;1
11;3.4248679189782996;1
11;3.4248679189782996;1
11;3.4248679189782996;1
11;3.4598823869035957;1
11;3.4598823869035957;1
11;3.6368957171812704;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.875412182822718;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
11;4.911674710535094;1
