pop_size;best_fit;num_species
126;5.043268980267494;2
110;5.620344044728597;3
104;5.896118722866944;4
112;6.055487919578578;5
100;6.055487919578578;5
107;6.055487919578578;6
101;6.055487919578578;7
98;6.055487919578578;7
105;6.055487919578578;8
105;6.055487919578578;9
98;6.055487919578578;9
103;6.055487919578578;9
103;6.055487919578578;9
103;6.055487919578578;10
103;6.055487919578578;10
107;6.055487919578578;10
101;6.055487919578578;11
101;6.055487919578578;12
103;6.055487919578578;12
111;6.055487919578578;13
107;6.055487919578578;13
109;6.055487919578578;13
107;6.055487919578578;14
100;6.055487919578578;13
109;6.055487919578578;13
107;6.214137803220135;13
107;6.214137803220135;13
108;6.214137803220135;13
107;6.214137803220135;13
105;6.214137803220135;13
104;6.214137803220135;13
107;6.214137803220135;13
93;6.214137803220135;13
99;6.214137803220135;13
94;6.214137803220135;13
85;6.214137803220135;13
91;6.214137803220135;13
94;6.214137803220135;13
100;6.214137803220135;12
101;6.214137803220135;11
105;6.214137803220135;9
101;6.214137803220135;9
102;6.214137803220135;10
101;6.214137803220135;10
105;6.214137803220135;10
101;6.214137803220135;9
96;6.214137803220135;8
108;6.214137803220135;8
102;6.214137803220135;8
99;6.214137803220135;11
100;6.214137803220135;10
92;6.214137803220135;10
99;6.214137803220135;12
99;6.214137803220135;12
106;6.214137803220135;13
106;6.214137803220135;13
107;6.214137803220135;13
108;6.214137803220135;14
115;6.214137803220135;17
109;6.214137803220135;17
93;6.214137803220135;18
96;6.214137803220135;18
98;6.214137803220135;18
101;6.214137803220135;18
97;6.214137803220135;18
97;6.214137803220135;18
99;6.214137803220135;18
98;6.214137803220135;18
103;6.214137803220135;18
108;6.214137803220135;18
99;6.214137803220135;18
97;6.214137803220135;16
97;6.214137803220135;16
100;6.214137803220135;16
102;6.214137803220135;15
99;6.214137803220135;14
109;6.214137803220135;15
110;6.214137803220135;16
103;6.214137803220135;13
102;6.214137803220135;14
105;6.214137803220135;14
107;6.214137803220135;15
103;6.214137803220135;18
97;6.214137803220135;17
97;6.214137803220135;16
101;6.214137803220135;16
101;6.214137803220135;15
103;6.214137803220135;15
109;6.214137803220135;15
107;6.214137803220135;15
106;6.214137803220135;15
107;6.214137803220135;15
101;6.214137803220135;16
107;6.214137803220135;17
102;6.214137803220135;17
105;6.214137803220135;17
110;6.214137803220135;17
105;6.214137803220135;17
100;6.214137803220135;17
96;6.214137803220135;15
99;6.214137803220135;15
110;6.214137803220135;15
107;6.214137803220135;14
104;6.214137803220135;14
110;6.214137803220135;14
105;6.214137803220135;14
104;6.214137803220135;12
107;6.214137803220135;12
104;6.214137803220135;12
99;6.214137803220135;13
99;6.214137803220135;12
102;6.214137803220135;15
106;6.214137803220135;16
103;6.214137803220135;16
106;6.214137803220135;16
106;6.214137803220135;17
118;6.214137803220135;17
117;6.214137803220135;18
111;6.214137803220135;18
113;7.118347195671825;18
106;7.118347195671825;17
111;7.118347195671825;16
106;7.118347195671825;17
105;7.118347195671825;17
107;7.118347195671825;18
95;7.118347195671825;18
103;7.118347195671825;18
103;7.118347195671825;18
97;7.118347195671825;17
95;7.118347195671825;17
97;7.118347195671825;17
103;7.118347195671825;16
104;7.118347195671825;17
98;7.118347195671825;16
96;7.118347195671825;15
104;7.118347195671825;17
101;7.118347195671825;18
99;7.118347195671825;18
113;7.118347195671825;18
111;7.118347195671825;18
115;7.118347195671825;19
108;7.118347195671825;20
104;7.118347195671825;20
104;7.118347195671825;21
105;7.118347195671825;22
108;7.118347195671825;23
106;7.118347195671825;23
118;7.118347195671825;22
