pop_size;best_fit;num_species
113;5.780440003193857;2
112;5.780440003193857;5
99;5.780440003193857;5
93;5.780440003193857;6
96;5.788764270528251;6
97;5.788764270528251;7
102;5.788764270528251;7
98;5.788764270528251;7
102;5.788764270528251;7
110;5.8313744756087775;7
94;5.8313744756087775;7
91;5.8313744756087775;7
100;5.8313744756087775;7
102;6.037465679797279;7
97;6.037465679797279;7
93;6.037465679797279;7
98;6.037465679797279;7
99;6.037465679797279;7
99;6.037465679797279;7
104;6.037465679797279;7
87;6.037465679797279;7
94;6.037465679797279;7
101;6.037465679797279;7
105;6.180808488721772;7
99;6.180808488721772;7
104;6.180808488721772;7
105;6.180808488721772;8
98;6.180808488721772;8
94;6.180808488721772;8
99;6.180808488721772;9
96;6.180808488721772;10
96;6.180808488721772;10
112;6.180808488721772;11
113;6.180808488721772;13
106;6.180808488721772;13
101;6.180808488721772;13
101;6.180808488721772;13
112;6.180808488721772;13
104;6.180808488721772;13
105;6.180808488721772;14
109;6.180808488721772;14
100;6.180808488721772;14
96;6.180808488721772;14
105;6.180808488721772;14
105;6.180808488721772;14
106;6.180808488721772;13
101;6.180808488721772;13
102;6.180808488721772;13
111;6.180808488721772;13
105;6.180808488721772;13
112;6.180808488721772;13
103;6.180808488721772;13
98;6.180808488721772;12
95;6.180808488721772;13
102;6.180808488721772;14
98;6.180808488721772;14
104;6.180808488721772;16
102;6.180808488721772;17
102;6.180808488721772;17
96;6.180808488721772;17
100;6.180808488721772;18
105;6.180808488721772;18
104;6.180808488721772;18
109;6.180808488721772;18
110;6.180808488721772;18
103;6.180808488721772;18
96;6.180808488721772;17
101;6.180808488721772;17
109;6.180808488721772;17
101;6.180808488721772;17
102;6.180808488721772;17
100;6.180808488721772;17
98;6.180808488721772;17
93;6.180808488721772;17
104;6.180808488721772;17
111;6.180808488721772;18
107;6.180808488721772;18
94;6.180808488721772;17
104;6.180808488721772;16
107;6.180808488721772;17
108;6.180808488721772;17
105;6.180808488721772;16
101;6.180808488721772;15
106;6.180808488721772;14
102;6.180808488721772;15
101;6.180808488721772;14
95;6.180808488721772;13
105;6.180808488721772;13
102;6.180808488721772;14
87;6.180808488721772;14
93;6.180808488721772;14
95;6.180808488721772;14
100;6.180808488721772;13
100;6.180808488721772;13
102;6.180808488721772;13
100;6.180808488721772;12
98;6.180808488721772;11
106;6.180808488721772;12
105;6.180808488721772;14
100;6.180808488721772;14
97;6.180808488721772;14
94;6.180808488721772;15
94;6.180808488721772;15
99;6.180808488721772;16
106;6.180808488721772;17
92;6.180808488721772;17
105;6.180808488721772;17
92;6.180808488721772;17
102;6.180808488721772;16
105;6.180808488721772;17
97;6.180808488721772;17
95;6.180808488721772;18
100;6.180808488721772;18
100;6.180808488721772;18
99;6.180808488721772;18
97;6.180808488721772;18
96;6.180808488721772;18
98;6.180808488721772;19
91;6.180808488721772;19
100;6.180808488721772;19
95;6.180808488721772;19
93;6.180808488721772;18
96;6.180808488721772;18
95;6.180808488721772;17
