
 ****** Running generation 0 ****** 

Population's average fitness: -584.89057 stdev: 2348.88979
Best fitness: 5.35808 - size: (2, 14) - species 70 - id 215
Average adjusted fitness: 0.931
Mean genetic distance 3.218, standard deviation 0.540
Population of 279 members in 132 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    0     1      1.2    0.999     0
     2    0     1      4.8    1.000     0
     3    0     2      0.1    0.999     0
     4    0     1      0.8    0.999     0
     5    0     1      2.8    1.000     0
     6    0     1      1.6    1.000     0
     7    0     1     -0.2    0.999     0
     8    0     1      3.0    1.000     0
     9    0     1      3.0    1.000     0
    10    0     2     -0.3    0.999     0
    11    0     1      0.1    0.999     0
    12    0     2      1.0    1.000     0
    13    0     2  -10000.0    0.000     0
    14    0     1      1.8    1.000     0
    15    0     1     -0.1    0.999     0
    16    0     2      1.5    1.000     0
    17    0     2      0.4    1.000     0
    18    0     4      4.2    1.000     0
    19    0     1      0.4    1.000     0
    20    0     1      0.7    0.999     0
    21    0     2      2.3    1.000     0
    22    0     2     -3.7    0.999     0
    23    0     1      2.9    1.000     0
    24    0     1      2.6    1.000     0
    25    0     2      0.7    1.000     0
    26    0     1      2.2    1.000     0
    27    0    34      3.3    1.000     0
    28    0     1      4.6    1.000     0
    29    0     7      3.5    1.000     0
    30    0     8      4.1    1.000     0
    31    0     1      2.6    1.000     0
    32    0     6      3.8    1.000     0
    33    0     2      4.4    1.000     0
    34    0     2      4.0    1.000     0
    35    0    21      1.7    1.000     0
    36    0     4      5.0    1.000     0
    37    0     3      0.1    0.999     0
    38    0     2     -0.3    0.999     0
    39    0     2      0.3    0.999     0
    40    0     1      3.0    1.000     0
    41    0     1      3.0    1.000     0
    42    0     2     -0.7    0.999     0
    43    0     2      1.8    1.000     0
    44    0     3      0.5    1.000     0
    45    0     1      1.1    0.999     0
    46    0     2     -1.0    0.999     0
    47    0     1     -0.2    0.999     0
    48    0     1      1.2    1.000     0
    49    0     1      3.0    1.000     0
    50    0     1     -0.5    0.999     0
    51    0     1  -10000.0    0.000     0
    52    0     2     -0.1    0.999     0
    53    0     3      2.2    1.000     0
    54    0     1      4.5    1.000     0
    55    0     1      3.0    1.000     0
    56    0     1      2.1    1.000     0
    57    0     2      1.4    1.000     0
    58    0     1      0.9    1.000     0
