pop_size;best_fit;num_species
98;6.275808717597172;3
107;6.275808717597172;6
92;6.275808717597172;8
104;6.275808717597172;8
100;6.275808717597172;8
96;6.275808717597172;8
97;6.275808717597172;8
99;6.275808717597172;8
100;6.275808717597172;8
105;6.275808717597172;8
114;6.275808717597172;8
94;6.275808717597172;8
97;6.275808717597172;8
102;6.275808717597172;8
97;6.275808717597172;8
103;6.275808717597172;9
105;6.275808717597172;9
100;6.275808717597172;10
100;6.275808717597172;11
106;6.275808717597172;13
90;6.275808717597172;13
99;6.275808717597172;13
105;6.275808717597172;13
114;6.275808717597172;12
103;6.275808717597172;13
93;6.275808717597172;14
103;6.275808717597172;15
89;6.275808717597172;15
99;6.275808717597172;17
98;6.275808717597172;19
106;6.275808717597172;21
103;6.275808717597172;21
96;6.275808717597172;21
94;6.275808717597172;21
101;6.275808717597172;22
90;6.275808717597172;20
98;6.275808717597172;20
95;6.275808717597172;20
101;6.275808717597172;20
103;6.275808717597172;19
106;6.275808717597172;19
95;6.275808717597172;18
98;6.275808717597172;18
95;6.275808717597172;18
100;6.275808717597172;17
101;6.275808717597172;16
105;6.275808717597172;14
100;6.275808717597172;14
99;6.275808717597172;14
93;6.373199778278965;14
91;6.373199778278965;15
92;6.373199778278965;15
89;6.373199778278965;16
98;6.373199778278965;17
90;6.373199778278965;17
93;6.373199778278965;18
80;6.373199778278965;16
93;6.373199778278965;15
99;6.373199778278965;16
97;6.373199778278965;16
97;6.373199778278965;16
92;6.373199778278965;16
94;6.373199778278965;15
96;6.373199778278965;17
99;6.373199778278965;18
103;6.373199778278965;18
100;6.373199778278965;17
96;6.373199778278965;16
98;6.373199778278965;16
98;6.373199778278965;16
105;6.373199778278965;14
108;6.373199778278965;15
100;6.373199778278965;17
92;6.373199778278965;18
99;6.373199778278965;20
91;6.373199778278965;20
101;6.373199778278965;22
96;6.373199778278965;23
106;6.373199778278965;23
101;6.373199778278965;22
109;6.373199778278965;23
109;6.373199778278965;23
100;6.373199778278965;22
102;6.373199778278965;23
97;6.373199778278965;21
99;6.373199778278965;24
100;6.373199778278965;23
101;6.373199778278965;22
99;6.373199778278965;23
92;6.373199778278965;23
102;6.373199778278965;24
99;6.373199778278965;25
97;6.373199778278965;24
91;6.373199778278965;25
92;6.373199778278965;25
93;6.373199778278965;25
99;6.373199778278965;25
100;6.373199778278965;23
104;6.373199778278965;24
108;6.373199778278965;23
111;6.373199778278965;24
99;6.373199778278965;23
105;6.373199778278965;23
104;6.373199778278965;23
111;6.373199778278965;24
116;6.373199778278965;24
103;6.373199778278965;24
112;6.373199778278965;25
112;6.373199778278965;25
99;6.373199778278965;24
105;6.373199778278965;23
103;6.373199778278965;21
98;6.373199778278965;20
106;6.373199778278965;20
104;6.373199778278965;22
100;6.373199778278965;25
107;6.373199778278965;25
112;6.373199778278965;25
98;6.373199778278965;25
104;6.373199778278965;27
108;6.373199778278965;27
108;6.373199778278965;28
105;6.373199778278965;29
114;6.373199778278965;28
109;6.373199778278965;28
113;6.373199778278965;28
109;6.373199778278965;28
112;6.373199778278965;28
107;6.373199778278965;27
92;6.373199778278965;25
102;6.373199778278965;25
96;6.373199778278965;25
105;6.373199778278965;27
106;6.373199778278965;28
108;6.373199778278965;27
103;6.373199778278965;27
100;6.373199778278965;27
108;6.373199778278965;29
111;6.373199778278965;29
108;6.373199778278965;29
107;6.373199778278965;28
108;6.373199778278965;29
109;6.373199778278965;29
106;6.373199778278965;28
98;6.373199778278965;28
101;6.373199778278965;26
96;6.373199778278965;24
100;6.373199778278965;23
94;6.373199778278965;24
91;6.373199778278965;22
